날짜,시가,고가,저가,종가,거래량,등락률
2024-10-02,126000,126000,124300,125600,1312,-1.1023622047244095
2024-10-04,125500,126500,125100,126300,521,0.5573248407643312
2024-10-07,124000,127400,124000,126000,998,-0.23752969121140144
2024-10-08,125300,126000,124400,125300,684,-0.5555555555555556
2024-10-10,125300,126000,124500,124500,1512,-0.6384676775738228
2024-10-11,124500,125100,123600,123700,1226,-0.642570281124498
2024-10-14,123700,124900,123200,123300,1513,-0.32336297493936944
2024-10-15,123300,124500,123100,123800,1035,0.40551500405515
2024-10-16,123700,124000,121800,122900,2044,-0.7269789983844911
2024-10-17,122800,123900,122600,123000,1168,0.08136696501220504
2024-10-18,122700,124600,122700,123000,792,0.0
2024-10-21,122400,123000,122100,122300,1555,-0.5691056910569106
2024-10-22,122800,122800,121400,122100,874,-0.1635322976287817
2024-10-23,121800,122500,121600,121800,918,-0.2457002457002457
2024-10-24,122200,122300,121000,121400,1006,-0.3284072249589491
2024-10-25,121500,122500,120600,121500,2050,0.08237232289950577
2024-10-28,121300,122000,121200,121500,1389,0.0
2024-10-29,123600,124200,122100,122500,3196,0.823045267489712
2024-10-30,123000,124000,121800,122200,1704,-0.24489795918367346
2024-10-31,122200,123000,121900,122400,850,0.16366612111292964
