날짜,시가,고가,저가,종가,거래량,등락률
2020-12-01,35871,35919,34418,34419,24678,-4.563981699708859
2020-12-02,34854,35532,34467,35484,14349,3.094221215026584
2020-12-03,34999,36887,34854,36500,18591,2.8632623154097625
2020-12-04,36500,37662,35919,36549,17162,0.13424657534246576
2020-12-07,36839,37275,36548,36743,12374,0.5307942761771868
2020-12-08,36694,40663,35871,38534,54500,4.874397844487385
2020-12-09,38678,39162,37371,38146,24345,-1.0069029947578763
2020-12-10,37759,39501,36306,37033,26745,-2.917737115293871
2020-12-11,37032,38146,37032,37469,7979,1.1773283287878378
2020-12-14,37468,37759,34951,35000,26870,-6.58944727641517
2020-12-15,36161,36306,34709,34709,11323,-0.8314285714285715
2020-12-16,34418,34418,33160,33305,144791,-4.045060358984701
2020-12-17,33547,34128,32821,33644,32113,1.0178651854075964
2020-12-18,34999,35677,33402,34370,66976,2.1578884793722506
2020-12-21,34080,34080,31514,33015,49825,-3.94239162059936
2020-12-22,32724,32724,31659,31805,21838,-3.6650007572315615
2020-12-23,32579,32966,31659,32967,20418,3.6535135984908034
2020-12-24,32337,32337,30497,30982,27967,-6.021172687839354
2020-12-28,31514,31514,29723,29820,14309,-3.7505648441030277
2020-12-29,29820,30400,29820,30256,8462,1.4621059691482226
2020-12-30,30255,30546,30110,30546,4757,0.9584875727128503
