날짜,시가,고가,저가,종가,거래량,등락률
2020-08-03,68200,68400,66500,66800,18457,-3.0478955007256894
2020-08-04,66500,70300,66500,68700,22796,2.844311377245509
2020-08-05,69200,71000,67700,68500,15334,-0.2911208151382824
2020-08-06,68900,73900,68500,69700,43312,1.7518248175182483
2020-08-07,70000,72200,70000,70300,16492,0.860832137733142
2020-08-10,70300,70700,68600,69500,11837,-1.1379800853485065
2020-08-11,70400,71700,69500,70100,11736,0.8633093525179856
2020-08-12,69600,71300,68800,70700,13736,0.8559201141226819
2020-08-13,71000,73000,70400,71800,26183,1.5558698727015559
2020-08-14,74200,76000,71400,71900,58901,0.1392757660167131
2020-08-18,71200,71500,66500,67100,30363,-6.675938803894297
2020-08-19,67200,68800,66900,67200,9744,0.14903129657228018
2020-08-20,67100,68300,64900,65200,10575,-2.976190476190476
2020-08-21,65300,66800,64400,65500,4917,0.4601226993865031
2020-08-24,65000,66200,64500,65500,4757,0.0
2020-08-25,65100,67000,65100,66500,5520,1.5267175572519083
2020-08-26,66600,67100,65700,65800,4410,-1.0526315789473684
2020-08-27,66300,66700,64600,65000,5823,-1.21580547112462
2020-08-28,66300,66300,65000,65500,6336,0.7692307692307693
2020-08-31,65400,66400,65100,65200,4532,-0.45801526717557256
