,시가,고가,저가,종가,거래량,거래대금,상장시가총액,날짜,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
470,0.0,0.0,0.0,268.77,0,0,0,2018-12-05,267.425,49.673106082823594,262.6095560952298,267.425,272.24044390477025,3.6013416133646694,0.6396548300217554
471,0.0,0.0,0.0,264.66,0,0,0,2018-12-06,267.25750000000005,43.10924962972591,262.30402899473626,267.25750000000005,272.21097100526384,3.7068901754029673,0.23781011363145174
472,0.0,0.0,0.0,265.6,0,0,0,2018-12-07,267.1855,44.90249774768705,262.17988924805485,267.1855,272.19111075194513,3.746917966689915,0.34162771751840126
473,0.0,0.0,0.0,262.87,0,0,0,2018-12-10,266.98850000000004,40.872967936649154,261.6408452804067,266.98850000000004,272.33615471959337,4.005906411394739,0.11492465239853376
474,0.0,0.0,0.0,262.13,0,0,0,2018-12-11,266.8365,39.82958574752338,261.1299589285638,266.8365,272.5430410714362,4.277181773435209,0.08762234941599437
475,0.0,0.0,0.0,266.07,0,0,0,2018-12-12,266.9145,47.51228907077099,261.2953133150794,266.9145,272.53368668492055,4.210476901719898,0.42485567330711327
476,0.0,0.0,0.0,267.33,0,0,0,2018-12-13,266.9165,49.723133923310286,261.29675169602865,266.9165,272.5362483039713,4.210866172732922,0.5367899038919403
477,0.0,0.0,0.0,263.8,0,0,0,2018-12-14,266.729,44.11663369917959,260.9581078679299,266.729,272.49989213207004,4.3271576259574775,0.24622641240139412
478,0.0,0.0,0.0,264.51,0,0,0,2018-12-17,266.532,45.448942363882026,260.74059395310707,266.532,272.3234060468929,4.3457491384846225,0.3254309934730969
479,0.0,0.0,0.0,263.42,0,0,0,2018-12-18,266.404,43.72544980970727,260.45834477959005,266.404,272.34965522040994,4.463638098834813,0.2490604576467321
480,0.0,0.0,0.0,265.6,0,0,0,2018-12-19,266.43600000000004,47.97472351790915,260.514937933108,266.43600000000004,272.35706206689207,4.444641164776557,0.42940455693966156
481,0.0,0.0,0.0,263.17,0,0,0,2018-12-20,266.3835,43.98753506195605,260.36692531003,266.3835,272.40007468997004,4.517227748693154,0.23294605605436053
482,0.0,0.0,0.0,263.44,0,0,0,2018-12-21,266.41999999999996,44.53908329840643,260.4847021978684,266.41999999999996,272.35529780213153,4.45559477676719,0.24895952154837625
483,0.0,0.0,0.0,262.69,0,0,0,2018-12-24,266.23850000000004,43.26465831675127,260.0841055537537,266.23850000000004,272.3928944462464,4.6232189906766505,0.21171006091717617
484,0.0,0.0,0.0,259.21,0,0,0,2018-12-26,265.77250000000004,37.85250281493539,259.0021443963418,265.77250000000004,272.54285560365827,5.0948503729003045,0.015350419965080098
485,0.0,0.0,0.0,258.82,0,0,0,2018-12-27,265.2165,37.28952167378875,258.08943812290187,265.2165,272.3435618770981,5.374523739735747,0.05125266832926549
486,0.0,0.0,0.0,260.08,0,0,0,2018-12-28,264.6855,40.37497135898866,257.69049185132826,264.6855,271.6805081486717,5.285524253252808,0.1708009553302281
