Date,CHNCPIALLMINMEI
2022-01-01,113.6655
2022-02-01,114.3347
2022-03-01,114.3347
2022-04-01,114.7809
2022-05-01,114.5578
2022-06-01,114.5578
2022-07-01,115.1156
2022-08-01,115.00399999999999
2022-09-01,115.3387
2022-10-01,115.4502
2022-11-01,115.2271
2022-12-01,115.1156
