,시가,고가,저가,종가,거래량,거래대금,상장시가총액,날짜,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
258,13146.49,13425.22,13095.7,13423.0,24636760,435941707800,59416711988770,2018-01-23,12946.089499999998,60.60153528396157,11773.17475664528,12946.089499999998,14119.004243354717,18.11998508668921,0.7033014346106536
259,13439.23,13561.75,13274.39,13422.09,22647971,592715165090,59411196485025,2018-01-24,13029.9785,60.58202405127894,11979.245403647334,13029.9785,14080.711596352665,16.127932925640142,0.6865894875497447
260,13426.0,13513.36,13353.45,13444.13,29113953,468471000984,59508474906935,2018-01-25,13115.058,60.91028443508962,12233.076895200214,13115.058,13997.039104799787,13.449900180384812,0.6865527493781736
261,13491.76,13784.29,13433.89,13784.29,22242256,556270049470,61010204945950,2018-01-26,13193.7055,65.66300974150134,12369.45917670893,13193.7055,14017.95182329107,12.494538752453895,0.8582572850564264
262,13901.6,14210.03,13896.46,14154.45,24913042,801609483315,62657621914875,2018-01-29,13282.925,69.94536410118663,12448.377732519097,13282.925,14117.472267480902,12.565715269504308,1.022154366780636
263,14290.54,14550.86,14137.89,14300.11,54483612,1217333634820,63291880974430,2018-01-30,13360.386000000002,71.45405510973306,12453.308752916913,13360.386000000002,14267.463247083091,13.578608388755965,1.0179955748101346
264,14092.08,14293.73,13917.81,14179.41,43945140,785405573255,62760061206290,2018-01-31,13426.079499999998,68.39042869794511,12482.304029785377,13426.079499999998,14369.85497021462,14.05883929429468,0.8991047255279315
265,14294.52,14345.27,13787.22,14006.32,23173787,631323536585,62002509949320,2018-02-01,13499.4035,64.14316981280594,12616.53418941614,13499.4035,14382.272810583861,13.080123289652924,0.7870846760234333
266,14103.13,14103.13,13706.89,13884.0,18821242,447313357895,61462635703040,2018-02-02,13552.61,61.24837264267211,12712.750350391916,13552.61,14392.469649608085,12.394065048844238,0.6972889161627426
267,13570.06,13750.14,13370.34,13370.34,61240297,838560071920,59170449840425,2018-02-05,13573.700999999997,50.86676128897472,12775.425085997944,13573.700999999997,14371.97691400205,11.762096630860716,0.37262486789782184
268,12856.5,13344.26,12734.53,13239.11,91294002,1291918456380,58591297076045,2018-02-06,13582.631,48.60028543214033,12803.758300365578,13582.631,14361.50369963442,11.468657282001127,0.27947551624210415
269,13530.79,13569.47,12926.78,12926.78,81860458,1003154806480,57207287037060,2018-02-07,13571.687,43.61882969935009,12762.982496758048,13571.687,14380.391503241952,11.917523639352305,0.10127154145013273
270,12987.83,13183.06,12744.56,13086.63,33456918,542455477365,57915660637380,2018-02-08,13567.253,46.63369696384285,12748.988100616058,13567.253,14385.517899383944,12.062351890746681,0.20631576622567221
271,12690.63,13389.23,12646.64,13302.07,92213153,1943110773037,92695470622900,2018-02-09,13543.657000000001,50.477285873609326,12723.384650128439,13543.657000000001,14363.929349871563,12.113011277110196,0.3527397637883144
272,13559.98,13993.62,13522.33,13790.0,69030516,1507844590425,96087442135740,2018-02-12,13537.8845,57.87685550903588,12726.298656913259,13537.8845,14349.470343086741,11.989847351508148,0.6553227561493172
273,13963.76,13982.66,13644.26,13644.26,67481675,1132504689495,95085157021480,2018-02-13,13532.716999999999,55.22270453492921,12725.232659096835,13532.716999999999,14340.201340903162,11.93380960975041,0.5690682124406534
274,13834.15,14111.03,13717.49,14093.79,31812703,1007889098315,98199883396510,2018-02-14,13572.786499999998,61.14194936659569,12737.909963228954,13572.786499999998,14407.663036771042,12.302212766273808,0.8120242796707571
275,14239.5,14269.81,14030.34,14115.11,27688409,1102612421980,98316497651930,2018-02-19,13610.267499999998,61.40255285775922,12749.089168784674,13610.267499999998,14471.445831215322,12.654833289872135,0.793111473954269
276,14041.83,14263.66,13847.98,13894.32,65614998,1376423527610,96795408386740,2018-02-20,13654.9965,57.129515927590106,12833.282569674608,13654.9965,14476.710430325391,12.035359076443436,0.6456245848876082
277,13898.74,14086.01,13836.08,13969.36,53945962,1017437382045,97313012433250,2018-02-21,13701.478500000001,58.19435327325298,12920.054590888692,13701.478500000001,14482.90240911131,11.406417330966269,0.671406004395651
278,13954.29,14196.26,13880.83,14096.29,37719397,918493142430,98213240877865,2018-02-22,13735.143,60.00401508078234,12946.628383392423,13735.143,14523.657616607577,11.48170960590039,0.7290046325036825
279,14171.22,14459.62,14140.75,14401.96,25556387,808529734430,100341761988980,2018-02-23,13784.136500000002,64.04088444980279,12958.617030471398,13784.136500000002,14609.655969528607,11.977819133300144,0.8742028642599985
280,14562.68,14682.31,14523.24,14629.9,21413418,691549391580,101922509808675,2018-02-26,13843.425,66.73702081704022,12956.089558794261,13843.425,14730.760441205737,12.819594012402826,0.9431666782808285
281,14869.83,15091.24,14641.89,14996.68,20942566,1142500075505,104444417874290,2018-02-27,13904.044499999998,70.56185863906789,12885.238669893604,13904.044499999998,14922.850330106392,14.654812563443594,1.0362334351217337
282,14816.09,15222.16,14762.63,14839.06,22801727,1304845540985,103337423428030,2018-02-28,13938.275,66.9965691022429,12844.845246838064,13938.275,15031.704753161936,15.689599368098792,0.911908034053009
283,14740.5,15300.23,14729.52,15299.95,21493873,1113002073540,106595283804650,2018-03-02,13988.266999999998,71.52690240651508,12751.238838427365,13988.266999999998,15225.29516157263,17.686653558623565,1.0301750763428301
284,15604.17,15645.4,14927.41,15267.85,15994103,1466286763205,106366955954710,2018-03-05,14042.689000000002,70.79797491286007,12686.757195787208,14042.689000000002,15398.620804212796,19.311569233111893,0.9517782517503832
285,15399.91,15426.22,14914.37,15122.87,15703511,1144971720495,105354876258510,2018-03-06,14098.516500000002,67.45438616828876,12663.532919476951,14098.516500000002,15533.500080523052,20.35651879434337,0.8569216797681487
286,14655.54,14829.41,14218.31,14225.35,26608252,2984913891833,99156760688390,2018-03-07,14115.583999999999,51.30170725155321,12683.094363131462,14115.583999999999,15548.073636868536,20.29656919428253,0.5383130171328684
287,14490.66,14809.29,14360.4,14809.29,24963208,3037216351375,103191552482910,2018-03-08,14187.531500000001,58.29844214600688,12767.500279325348,14187.531500000001,15607.562720674654,20.01801681532341,0.7189242359420113
288,14772.14,14930.01,14308.29,14413.93,16553541,1507398945360,100477176022925,2018-03-09,14246.272500000001,52.770285825450806,12892.375445126647,14246.272500000001,15600.169554873355,19.00703576845598,0.5619166351668009
289,14492.12,14671.16,14238.52,14507.42,26705358,1294439783285,101146293234665,2018-03-12,14325.304500000002,53.88389575028464,13111.434441493437,14325.304500000002,15539.174558506567,16.947214748650755,0.5750144130847318
290,14410.06,14430.16,14107.39,14281.24,35697903,1584829069745,99580902465725,2018-03-13,14385.035,50.76530424092142,13311.380017680389,14385.035,15458.68998231961,14.927387834921653,0.45166277728448995
291,14184.22,14298.91,14018.7,14146.87,45778825,1151960891600,98644577323255,2018-03-14,14427.275,48.95267599526259,13466.86882245858,14427.275,15387.681177541419,13.31375713766348,0.3540174945990985
292,14218.29,14577.67,14203.33,14487.74,48579247,1248341316860,101000375698560,2018-03-15,14462.162,53.48961395898727,13547.274611900395,14462.162,15377.049388099605,12.652152397402341,0.5139787695910476
293,14582.88,14693.63,14409.56,14497.51,26881670,838641913635,101067502839150,2018-03-16,14504.824499999999,53.61685888779252,13670.441052669748,14504.824499999999,15339.20794733025,11.504909243545145,0.49561682340211655
