날짜,시가총액,거래량,거래대금,상장주식수
2021-01-04,6065830260,2718,20772610,783699
2021-01-05,5909090460,4646,35453800,783699
2021-01-06,5775861630,2870,21157630,783699
2021-01-07,5760187650,3655,26966720,783699
2021-01-08,5768024640,10132,74445750,783699
2021-01-11,5705328720,6439,46867200,783699
2021-01-12,5736676680,630,4560680,783699
2021-01-13,5807209590,209,1587510,783699
2021-01-14,5775861630,995,7384860,783699
2021-01-15,5768024640,1630,11918260,783699
2021-01-18,5658306780,2853,20583220,783699
2021-01-19,5713165710,584,4197090,783699
2021-01-20,6026645310,23054,179136230,783699
2021-01-21,5971786380,9615,72457180,783699
2021-01-22,5971786380,6252,47724120,783699
2021-01-25,5987460360,2383,18106550,783699
2021-01-26,5916927450,2370,17806550,783699
2021-01-27,5815046580,2644,19465730,783699
2021-01-28,5815046580,187,1379090,783699
2021-01-29,5579936880,2361,16818200,783699
2021-02-01,5626958820,1366,9744890,783699
2021-02-02,5705328720,228,1661280,783699
2021-02-03,5807209590,77,569980,783699
2021-02-04,5799372600,560,4130070,783699
2021-02-05,5681817750,223,1617550,783699
2021-02-08,5642632800,412,2965340,783699
2021-02-09,5673980760,312,2257000,783699
2021-02-10,5564262900,963,6799010,783699
2021-02-15,5642632800,277,2004650,783699
2021-02-16,5650469790,379,2739670,783699
2021-02-17,5650469790,350,2494130,783699
2021-02-18,5650469790,10,72100,783699
2021-02-19,5642632800,590,4197470,783699
2021-02-22,5587773870,730,5178960,783699
2021-02-23,5556425910,281,1996300,783699
2021-02-24,5368338150,2232,15362840,783699
2021-02-25,5454545040,738,5069390,783699
2021-02-26,5227272330,1124,7469290,783699
2021-03-02,5094043500,1186,7824260,783699
2021-03-03,5062695540,3349,21533480,783699
2021-03-04,5062695540,1117,7173730,783699
2021-03-05,4835422830,1859,11501310,783699
2021-03-08,4890281760,616,3884630,783699
2021-03-09,4882444770,81,503630,783699
2021-03-10,4874607780,642,4040140,783699
2021-03-11,4976488650,3,19130,783699
2021-03-12,4913792730,549,3446650,783699
2021-03-15,5086206510,584,3769960,783699
2021-03-16,5117554470,734,4743360,783699
2021-03-17,4984325640,700,4517240,783699
2021-03-18,5086206510,255,1637290,783699
2021-03-19,5062695540,572,3716800,783699
2021-03-22,5078369520,154,999560,783699
2021-03-23,5094043500,418,2690420,783699
2021-03-24,5094043500,199,1292350,783699
2021-03-25,5015673600,394,2519140,783699
2021-03-26,5015673600,460,2915480,783699
2021-03-29,5015673600,66,422960,783699
2021-03-30,4984325640,206,1311390,783699
2021-03-31,4968651660,1068,6759310,783699
