news_title,news_category,news_date
"[마감 시황] 개인 매수 우위.. 코스피 2131.24(▲4.51, +0.21%) 상승 마감",증권News봇,2020.06.23
"오후 3:20 현재 코스피는 43:57으로 매수우위, 매도강세 업종은 서비스업(2.41%↑)",증권News봇,2020.06.23
"<유>두산퓨얼셀2우B, 상한가 진입.. +29.89% ↑",증권News봇,2020.06.23
"<유>두산퓨얼셀1우, 상한가 진입.. +29.82% ↑",증권News봇,2020.06.23
"<유>두산퓨얼셀, 상한가 진입.. +29.82% ↑",증권News봇,2020.06.23
"<유>두산퓨얼셀2우B, 매도잔량 670% 급증",증권News봇,2020.06.23
"<유>두산퓨얼셀2우B, 전일 대비 13.04% 상승.. 일일회전율은 6.37% 기록",증권News봇,2020.06.23
"<유>두산퓨얼셀2우B, 현재가 5.96% 급락",증권News봇,2020.06.23
"<유>두산퓨얼셀2우B, 23.10% 오르며 체결강도 강세 지속(168%)",증권News봇,2020.06.23
"<유>두산퓨얼셀2우B, 매도잔량 348% 급증",증권News봇,2020.06.22
"<유>두산퓨얼셀2우B, 매수잔량 632% 급증",증권News봇,2020.06.19
"[마감 시황] 외국인과 기관의 동반 매도세.. 코스피 2133.48(▼7.57, -0.35%) 하락 마감",증권News봇,2020.06.18
"오후 3:20 현재 코스피는 49:51으로 매수우위, 매수강세 업종은 전기가스업(0.09%↓)",증권News봇,2020.06.18
"<유>두산퓨얼셀2우B, 매도잔량 306% 급증",증권News봇,2020.06.17
"<유>두산퓨얼셀2우B, 전일 대비 8.08% 상승.. 일일회전율은 6.55% 기록",증권News봇,2020.06.17
"<유>두산퓨얼셀2우B, 4.80% 오르며 체결강도 강세로 반전(105%)",증권News봇,2020.06.17
"<유>두산퓨얼셀2우B, 매도잔량 809% 급증",증권News봇,2020.06.16
"<유>두산퓨얼셀2우B, 전일 대비 7.76% 상승.. 일일회전율은 8.75% 기록",증권News봇,2020.06.16
"<유>두산퓨얼셀2우B, 현재가 6.16% 급락",증권News봇,2020.06.15
"<유>두산퓨얼셀2우B, 매도잔량 388% 급증",증권News봇,2020.06.15
"<유>두산퓨얼셀2우B, 전일 대비 15.73% 상승.. 일일회전율은 17.04% 기록",증권News봇,2020.06.15
"<유>두산퓨얼셀2우B, 현재가 5.51% 급등",증권News봇,2020.06.15
"<유>두산퓨얼셀2우B, 매수잔량 689% 급증",증권News봇,2020.06.15
"[개장 시황] 코스피 2114.41.. 외국인과 기관의 '팔자' 기조에 하락 출발 (▼17.89, -0.84%)",증권News봇,2020.06.15
"<유>두산퓨얼셀2우B, 상한가 진입.. +29.84% ↑",증권News봇,2020.06.15
"<유>두산솔루스1우, 상한가 진입.. +29.87% ↑",증권News봇,2020.06.15
"<유>두산퓨얼셀1우, 상한가 진입.. +29.67% ↑",증권News봇,2020.06.15
"[마감 시황] 외국인과 기관의 동반 매도세.. 코스피 2132.30(▼44.48, -2.04%) 하락 마감",증권News봇,2020.06.12
"오후 3:20 현재 코스피는 37:63으로 매수우위, 매수강세 업종은 전기가스업(3.01%↓)",증권News봇,2020.06.12
"오후 3:00 현재 코스피는 38:62으로 매수우위, 매수강세 업종은 전기가스업(3.22%↓)",증권News봇,2020.06.12
"오후 2:30 현재 코스피는 37:63으로 매수우위, 매수강세 업종은 운수창고업(4.76%↓)",증권News봇,2020.06.12
"오후 2:00 현재 코스피는 36:64으로 매수우위, 매수강세 업종은 운수창고업(4.65%↓)",증권News봇,2020.06.12
"[오후주식시장은]코스피 2,100선 회복...외인·기관은 '팔자'",증권국내증시,2020.06.12
"오후 1:30 현재 코스피는 37:63으로 매수우위, 매수강세 업종은 전기가스업(3.42%↓)",증권News봇,2020.06.12
"오후 1:00 현재 코스피는 38:62으로 매수우위, 매수강세 업종은 의료정밀업(4.26%↓)",증권News봇,2020.06.12
"오후 12:30 현재 코스피는 36:64으로 매수우위, 매수강세 업종은 의료정밀업(4.47%↓)",증권News봇,2020.06.12
"[정오 시황] 코스피 2122.16, 하락세(▼54.62, -2.51%) 지속",증권News봇,2020.06.12
