,날짜,시가,고가,저가,종가,거래량,등락률,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,2017-01-02,16900,16900,16750,16800,17587,0.0,,,,,,,
1,2017-01-03,16950,17100,16750,17050,142967,1.488095238095238,,,,,,,
2,2017-01-04,17050,17500,16900,17400,301221,2.0527859237536656,,,,,,,
3,2017-01-05,17400,17450,17250,17250,67641,-0.8620689655172413,,,,,,,
4,2017-01-06,17250,17250,17050,17150,56874,-0.5797101449275363,,,,,,,
5,2017-01-09,17150,17200,16950,17100,56264,-0.2915451895043732,,,,,,,
6,2017-01-10,17000,17500,16950,17350,165919,1.461988304093567,,,,,,,
7,2017-01-11,17350,17400,16950,17200,109253,-0.8645533141210375,,,,,,,
8,2017-01-12,17200,17250,16950,17150,137042,-0.2906976744186046,,,,,,,
9,2017-01-13,17150,17200,17000,17100,71516,-0.2915451895043732,,,,,,,
10,2017-01-16,17100,17100,16850,17050,61182,-0.2923976608187134,,,,,,,
11,2017-01-17,17000,17300,16900,17050,107445,0.0,,,,,,,
12,2017-01-18,16950,17100,16850,16850,89806,-1.1730205278592376,,,,,,,
13,2017-01-19,16950,16950,16850,16850,76614,0.0,,,,,,,
14,2017-01-20,16900,16950,16600,16650,196185,-1.1869436201780417,,34.86175508391588,,,,,
15,2017-01-23,16800,17000,16650,16900,68615,1.5015015015015014,,47.83467022605816,,,,,
16,2017-01-24,16750,16850,16700,16700,52113,-1.183431952662722,,40.82906542993025,,,,,
17,2017-01-25,16850,16850,16500,16650,56534,-0.2994011976047904,,39.28024273177778,,,,,
18,2017-01-26,16700,16700,16500,16650,51226,0.0,,39.28024273177778,,,,,
19,2017-01-31,16650,16700,16450,16600,48461,-0.3003003003003003,16975.0,37.62493993964809,16493.855531051224,16975.0,17456.144468948776,5.668859722518718,0.11030415581902553
20,2017-02-01,16650,16650,16450,16600,56569,0.0,16965.0,37.62493993964809,16461.90955087579,16965.0,17468.09044912421,5.930921887700688,0.13724216924074117
21,2017-02-02,16600,16650,16450,16600,56129,0.0,16942.5,37.62493993964809,16416.88131692262,16942.5,17468.11868307738,6.204735819122094,0.17419346854763731
22,2017-02-03,16550,16600,16450,16600,45874,0.0,16902.5,37.624939939648094,16401.027169230474,16902.5,17403.972830769526,5.933711945209595,0.19838844555566032
23,2017-02-06,16600,16650,16450,16600,24683,0.0,16870.0,37.62493993964809,16378.675260138469,16870.0,17361.32473986153,5.8248339047010225,0.22523264340801016
24,2017-02-07,16600,16600,16500,16550,24619,-0.3012048192771084,16840.0,35.46037779050682,16347.45558575901,16840.0,17332.54441424099,5.849696131128154,0.20561030476115633
25,2017-02-08,16500,16600,16150,16450,150324,-0.6042296072507553,16807.5,31.55088457849191,16302.252535879692,16807.5,17312.747464120308,6.012166760319,0.14621296949758347
26,2017-02-09,16350,16400,16150,16400,38311,-0.303951367781155,16760.0,29.78282197496067,16290.319257367304,16760.0,17229.680742632696,5.6047821316550825,0.11676095342753862
27,2017-02-10,16300,16550,16250,16400,43539,0.0,16720.0,29.78282197496067,16271.223886553662,16720.0,17168.77611344634,5.368135328305491,0.143474785742731
28,2017-02-13,16400,16450,16250,16300,53146,-0.6097560975609756,16677.5,26.356883789404186,16238.780271699572,16677.5,17116.219728300428,5.261216948588553,0.06977088600231092
29,2017-02-14,16300,16350,16200,16250,69223,-0.3067484662576687,16635.0,24.81956968269774,16203.606907797539,16635.0,17066.39309220246,5.186571592455186,0.053771250677199046
30,2017-02-15,16300,16400,16200,16300,75112,0.3076923076923077,16597.5,29.262821884250087,16187.042937690188,16597.5,17007.95706230981,4.946010692089912,0.1375991214210757
31,2017-02-16,16300,16350,16250,16350,21619,0.3067484662576687,16562.5,33.495652389577536,16195.246681430921,16562.5,16929.753318569077,4.434757054419056,0.21069015682695716
32,2017-02-17,16350,16350,16150,16350,32188,0.0,16537.5,33.495652389577536,16184.123430318306,16537.5,16890.87656968169,4.273639542635738,0.23470227501374594
33,2017-02-20,16400,16450,16200,16400,27572,0.3058103975535168,16515.0,37.81146742421891,16187.738636560927,16515.0,16842.261363439073,3.96320149487221,0.3242994547362602
34,2017-02-21,16450,16450,16250,16350,21469,-0.3048780487804878,16500.0,35.34154666004506,16171.3664654969,16500.0,16828.6335345031,3.9834367818557603,0.2717822677061812
35,2017-02-22,16350,16400,16100,16250,96481,-0.6116207951070336,16467.5,30.98250784385238,16177.198432660103,16467.5,16757.8015673399,3.5257515389694576,0.12538955267619611
36,2017-02-23,16200,16250,16050,16250,55064,0.0,16445.0,30.982507843852375,16160.570746933441,16445.0,16729.42925306656,3.4591578360177424,0.15720825495686913
37,2017-02-24,16400,16850,16300,16700,227215,2.769230769230769,16447.5,58.01102947750995,16155.138921879125,16447.5,16739.861078120877,3.5550822692917015,0.9318290273502194
38,2017-02-27,16650,16750,16450,16650,58648,-0.2994011976047904,16447.5,55.41429751620208,16155.138921879125,16447.5,16739.861078120877,3.5550822692917015,0.8463183288650272
39,2017-02-28,16600,16700,16450,16700,38990,0.3003003003003003,16452.5,57.46475231621597,16146.76318507579,16452.5,16758.23681492421,3.716600090250238,0.9047598913813395
40,2017-03-02,16700,16750,16550,16650,47423,-0.2994011976047904,16455.0,54.75301683723461,16143.71235167453,16455.0,16766.28764832547,3.7835022585897233,0.8132151260240754
41,2017-03-03,16650,16650,16400,16550,30753,-0.6006006006006006,16452.5,49.701413903227404,16145.132142213924,16452.5,16759.867857786074,3.7364273853344434,0.6586047427051727
42,2017-03-06,16450,16500,16400,16450,21587,-0.6042296072507553,16445.0,45.20946126401828,16145.1667129887,16445.0,16744.8332870113,3.6464978657500864,0.5083379668245633
43,2017-03-07,16550,16550,16400,16500,32025,0.303951367781155,16440.0,47.75212955180664,16147.425223233442,16440.0,16732.574776766556,3.55930385360775,0.6025378890537006
44,2017-03-08,16500,16500,16300,16350,38673,-0.9090909090909092,16430.0,41.52609948074343,16139.48321907332,16430.0,16720.516780926682,3.5364185140192497,0.36231432183569673
45,2017-03-09,16300,16450,16200,16350,34237,0.0,16425.0,41.52609948074343,16132.59616965573,16425.0,16717.403830344272,3.5604728200215674,0.37175270598935517
46,2017-03-10,16300,16400,16200,16400,28435,0.3058103975535168,16425.0,44.331999575431695,16132.59616965573,16425.0,16717.403830344272,3.5604728200215674,0.4572509019964507
47,2017-03-13,16400,16450,16300,16400,35459,0.0,16425.0,44.3319995754317,16132.59616965573,16425.0,16717.403830344272,3.5604728200215674,0.4572509019964507
48,2017-03-14,16400,16450,16300,16300,22313,-0.6097560975609756,16425.0,39.89188607721135,16132.59616965573,16425.0,16717.403830344272,3.5604728200215674,0.2862545099822597
49,2017-03-15,16300,16350,16200,16300,42149,0.0,16427.5,39.891886077211346,16140.31539038451,16427.5,16714.684609615488,3.4963884902205282,0.2780173523736025
50,2017-03-16,16300,16350,16200,16250,69683,-0.3067484662576687,16425.0,37.70219543352414,16132.59616965573,16425.0,16717.403830344272,3.5604728200215674,0.2007563139751642
51,2017-03-17,16300,16350,16200,16300,33052,0.3076923076923077,16422.5,41.17926456997948,16126.738271576593,16422.5,16718.261728423407,3.6019087035884607,0.29290762085243316
52,2017-03-20,16300,16300,16200,16250,28730,-0.3067484662576687,16417.5,38.84444062150358,16113.731996418317,16417.5,16721.26800358168,3.700539102563509,0.22429617664626914
53,2017-03-21,16250,16300,16200,16250,40149,0.0,16410.0,38.84444062150357,16097.590012963732,16410.0,16722.409987036266,3.8075562100702864,0.2439262401342102
54,2017-03-22,16200,16300,16150,16300,28954,0.3076923076923077,16407.5,42.61775063616221,16092.420644916236,16407.5,16722.579355083766,3.840674753420877,0.32940805504152826
55,2017-03-23,16300,16350,16150,16300,47573,0.0,16410.0,42.6177506361622,16099.194594641598,16410.0,16720.805405358402,3.7880000653065435,0.3230404006758591
56,2017-03-24,16300,16450,16200,16300,46981,0.0,16412.5,42.61775063616219,16106.109726002927,16412.5,16718.890273997073,3.7336210083420887,0.31641062143983906
57,2017-03-27,16350,16350,16200,16300,40359,0.0,16392.5,42.6177506361622,16112.723303329243,16392.5,16672.276696670757,3.413471974021739,0.3346895915551275
58,2017-03-28,16300,16400,16250,16300,45587,0.0,16375.0,42.6177506361622,16119.070322158605,16375.0,16630.929677841395,3.125858660658265,0.35347537528164485
59,2017-03-29,16350,16450,16300,16450,32156,0.9202453987730062,16362.5,54.75018663859908,16150.662798356849,16362.5,16574.33720164315,2.5893011659972545,0.7065265197078054
60,2017-03-30,16400,16400,16300,16400,20805,-0.303951367781155,16350.0,50.887867789480254,16182.667994693182,16350.0,16517.332005306816,2.0468746826522,0.6494035761667999
61,2017-03-31,16350,16450,16300,16450,35136,0.3048780487804878,16345.0,54.35551950649685,16197.013514130509,16345.0,16492.98648586949,1.810786000238483,0.8547621236597269
