rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_amount,ord,currency,thstrm_add_amount,연결구분
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 54 기,54574485552,제 53 기,62240929285,제 52 기,60642220703,1,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 54 기,15946047945,제 53 기,33220267172,제 52 기,29244754185,2,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 54 기,5764198234,제 53 기,,제 52 기,,3,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 54 기,19862307404,제 53 기,18129214221,제 52 기,21992362021,4,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,기타수취채권,-,제 54 기,383179505,제 53 기,311365524,제 52 기,87598424,5,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_ShortTermLoans,단기대여금,-,제 54 기,1405400000,제 53 기,1000000000,제 52 기,1200000000,6,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 54 기,11145692045,제 53 기,9549005832,제 52 기,8091413130,7,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 54 기,67660419,제 53 기,31076536,제 52 기,26092943,8,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 54 기,184085289080,제 53 기,109582587432,제 52 기,105544150774,9,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 54 기,8500000,제 53 기,469687072,제 52 기,354390304,10,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,-표준계정코드 미사용-,장기투자증권,-,제 54 기,18105581580,제 53 기,18939553530,제 52 기,,11,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_LongTermLoansGross,장기대여금,-,제 54 기,657166654,제 53 기,19749977,제 52 기,26749985,12,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_LongTermLeaseholdDeposits,보증금,-,제 54 기,7093240498,제 53 기,6805899134,제 52 기,6801832766,13,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 54 기,101063130442,제 53 기,77098711024,제 52 기,74057177491,14,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 54 기,55806162514,제 53 기,5051396394,제 52 기,5058596394,15,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_NonCurrentAvailableForSaleFinancialAssets,매도가능금융자산,-,제 54 기,,제 53 기,,제 52 기,17593323780,16,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업투자,-,제 54 기,1127848599,제 53 기,1144546855,제 52 기,1594970240,17,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_InvestedAssetForPostemploymentBenefit,퇴직급여자산,-,제 54 기,174833503,제 53 기,,제 52 기,,18,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 54 기,48825290,제 53 기,53043446,제 52 기,57109814,19,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 54 기,238659774632,제 53 기,171823516717,제 52 기,166186371477,20,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 54 기,30442525000,제 53 기,17374807316,제 52 기,18012558679,22,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_ShortTermTradePayables,매입채무,-,제 54 기,9472239326,제 53 기,7988472085,제 52 기,9678219028,23,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 54 기,6500000000,제 53 기,,제 52 기,,24,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기부채,-,제 54 기,4084960200,제 53 기,3344240000,제 52 기,2842600000,25,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_ShortTermOtherPayables,미지급금,-,제 54 기,4353724948,제 53 기,2125982017,제 52 기,1799947584,26,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,dart_ShortTermAccruedExpenses,미지급비용,-,제 54 기,2542572607,제 53 기,1745918468,제 52 기,1539525904,27,KRW,,연결
20200330000650,11011,2019,00129235,BS,재무상태표,ifrs-full_DividendsPayable,미지급배당금,-,제 54 기,11601919,제 53 기,11559509,제 52 기,11290759,28,KRW,,연결
