rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분
20211115001686,11014,2021,00125150,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 55 기 3분기말,708438140330,제 54 기말,780569046384,1,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 55 기 3분기말,164626589539,제 54 기말,174682440219,2,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 55 기 3분기말,7812051460,제 54 기말,18110844741,3,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 55 기 3분기말,196875760816,제 54 기말,337896718968,4,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,dart_ShortTermDueFromCustomersForContractWork,미청구공사,-,제 55 기 3분기말,68455867113,제 54 기말,39301946191,5,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 55 기 3분기말,200439580159,제 54 기말,150532956985,6,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 55 기 3분기말,34955382566,제 54 기말,31552703172,7,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 55 기 3분기말,34764246073,제 54 기말,28491436108,8,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 55 기 3분기말,508662604,제 54 기말,0,9,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 55 기 3분기말,1906190107613,제 54 기말,1885101441670,10,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 55 기 3분기말,9000000,제 54 기말,1338195400,11,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권 및 기타채권,-,제 55 기 3분기말,581806446,제 54 기말,570202841,12,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 55 기 3분기말,1463357582978,제 54 기말,1451249243971,13,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 55 기 3분기말,108569719365,제 54 기말,99833492244,14,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 55 기 3분기말,12924981163,제 54 기말,8320561901,15,KRW,,연결
20211115001686,11014,2021,00125150,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 55 기 3분기말,75198324993,제 54 기말,78960883511,16,KRW,,연결
