투자자구분,매도,매수,순매수
금융투자,250679880600,396474220300,145794339700
보험,7274748300,8995440800,1720692500
투신,11565727900,16601524300,5035796400
사모,21985211400,82614235300,60629023900
은행,328256000,1982893900,1654637900
기타금융,136419900,389018400,252598500
연기금 등,1024616753100,1067264513400,42647760300
기관합계,1316586997200,1574321846400,257734849200
기타법인,10271188400,7205156500,-3066031900
개인,626062802100,368756544000,-257306258100
외국인,1102327468053,1106219087953,3891619900
기타외국인,3596354200,2342175100,-1254179100
전체,3058844809953,3058844809953,0
