투자자구분,매도,매수,순매수
금융투자,124031981900,130426621900,6394640000
보험,3599467300,5026188200,1426720900
투신,9858292500,9756475800,-101816700
사모,29024812700,22269436500,-6755376200
은행,568122800,1004956800,436834000
기타금융,1552993200,200673200,-1352320000
연기금 등,707152214000,754818397100,47666183100
기관합계,875787884400,923502749500,47714865100
기타법인,8463078900,12639115000,4176036100
개인,197540416300,199507098400,1966682100
외국인,574883799600,520479333600,-54404466000
기타외국인,487758500,1034641200,546882700
전체,1657162937700,1657162937700,0
