투자자구분,매도,매수,순매수
금융투자,221797070700,124822423200,-96974647500
보험,8220835700,6579844700,-1640991000
투신,13712504500,17493097700,3780593200
사모,14143684500,9242648500,-4901036000
은행,1260512700,194529500,-1065983200
기타금융,266791900,517349000,250557100
연기금 등,604658762500,615594100300,10935337800
기관합계,864060162500,774443992900,-89616169600
기타법인,11793494600,7033529000,-4759965600
개인,465790883800,311085682300,-154705201500
외국인,694192659200,943679478500,249486819300
기타외국인,1253092600,847610000,-405482600
전체,2037090292700,2037090292700,0
