투자자구분,매도,매수,순매수
금융투자,139270064400,147085045000,7814980600
보험,5029856800,3178116200,-1851740600
투신,23189186800,16749024100,-6440162700
사모,54395409700,6229249200,-48166160500
은행,1521629700,81287300,-1440342400
기타금융,1015049300,435330700,-579718600
연기금 등,656561005600,706098119500,49537113900
기관합계,880982202300,879856172000,-1126030300
기타법인,19640982400,11142540300,-8498442100
개인,256322329200,392223108600,135900779400
외국인,605689770531,480306659231,-125383111300
기타외국인,1982896300,1089700600,-893195700
전체,1764618180731,1764618180731,0
