투자자구분,매도,매수,순매수
금융투자,112483219600,424775882900,312292663300
보험,5252292000,7862842000,2610550000
투신,9497447500,23021107900,13523660400
사모,9701729500,80318879700,70617150200
은행,2070000,1529494700,1527424700
기타금융,146961300,1840520800,1693559500
연기금 등,916006342900,960930421200,44924078300
기관합계,1053090062800,1500279149200,447189086400
기타법인,10695413500,10506871700,-188541800
개인,626810630800,377853953000,-248956677800
외국인,1366689601422,1169260961622,-197428639800
기타외국인,2723009200,2107782200,-615227000
전체,3060008717722,3060008717722,0
