투자자구분,매도,매수,순매수
금융투자,59293639100,258404468300,199110829200
보험,4430122500,3044051600,-1386070900
투신,6875507700,14424147200,7548639500
사모,1247231600,31862797000,30615565400
은행,0,735978000,735978000
기타금융,13984400,1819133800,1805149400
연기금 등,400326034800,403174580400,2848545600
기관합계,472186520100,713465156300,241278636200
기타법인,3577606100,5982495800,2404889700
개인,207413994800,192138322400,-15275672400
외국인,646805954169,418763790769,-228042163400
기타외국인,1430356900,1064666800,-365690100
전체,1331414432069,1331414432069,0
