투자자구분,매도,매수,순매수
금융투자,123047126900,90877893300,-32169233600
보험,4035910700,3348763800,-687146900
투신,13523780800,17673780600,4149999800
사모,33787224000,11189404900,-22597819100
은행,190903400,512455400,321552000
기타금융,24551900,452645000,428093100
연기금 등,697937407600,733781720900,35844313300
기관합계,872546905300,857836663900,-14710241400
기타법인,15796351100,13643782300,-2152568800
개인,220724101100,299917220900,79193119800
외국인,488707378803,426110071903,-62597306900
기타외국인,841241200,1108238500,266997300
전체,1598615977503,1598615977503,0
