투자자구분,매도,매수,순매수
금융투자,106666027500,226075735500,119409708000
보험,13397807100,11445060400,-1952746700
투신,19268445000,11126836400,-8141608600
사모,30254606600,14501778800,-15752827800
은행,5080809700,375025100,-4705784600
기타금융,335914800,1193980400,858065600
연기금 등,724185062900,714800996400,-9384066500
기관합계,899188673600,979519413000,80330739400
기타법인,3944359000,9027354800,5082995800
개인,189721278800,615866817400,426145538600
외국인,940925790179,426953632779,-513972157400
기타외국인,390564400,2803448000,2412883600
전체,2034170665979,2034170665979,0
