투자자구분,매도,매수,순매수
금융투자,200550838100,64480342700,-136070495400
보험,14013106700,9514877700,-4498229000
투신,12042002000,32795022100,20753020100
사모,12381341600,26252808100,13871466500
은행,1312717500,193517000,-1119200500
기타금융,412242700,1134531600,722288900
연기금 등,632060079800,646231843400,14171763600
기관합계,872772328400,780602942600,-92169385800
기타법인,15033932300,9025902200,-6008030100
개인,800393222400,229901953800,-570491268600
외국인,651147786000,1321385524900,670237738900
기타외국인,2215074900,646020500,-1569054400
전체,2341562344000,2341562344000,0
