투자자구분,매도,매수,순매수
금융투자,238471433700,208781319100,-29690114600
보험,12263723300,9309964300,-2953759000
투신,25843962300,17850914700,-7993047600
사모,49041030600,11187273200,-37853757400
은행,10295766400,602667000,-9693099400
기타금융,475956700,506192800,30236100
연기금 등,766627014100,793358752600,26731738500
기관합계,1103018887100,1041597083700,-61421803400
기타법인,4614013100,12035334400,7421321300
개인,246520278700,654034771900,407514493200
외국인,1293608521190,938131737490,-355476783700
기타외국인,491937200,2454709800,1962772600
전체,2648253637290,2648253637290,0
