투자자구분,매도,매수,순매수
금융투자,117386666600,144587963000,27201296400
보험,6270910000,10844492200,4573582200
투신,15888649700,9516913600,-6371736100
사모,28548804400,9489337400,-19059467000
은행,1090386900,511425000,-578961900
기타금융,73041200,23197900,-49843300
연기금 등,673478110500,702603795800,29125685300
기관합계,842736569300,877577124900,34840555600
기타법인,4937223400,13627009200,8689785800
개인,202201597000,276401257700,74199660700
외국인,620255680300,501788862000,-118466818300
기타외국인,413753800,1150570000,736816200
전체,1670544823800,1670544823800,0
