,시가,고가,저가,종가,거래량,거래대금,상장시가총액,날짜,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,1595.91,1613.59,1593.21,1605.78,5453639,435493972010,374519497176500,2017-01-02,,,,,,,
1,1616.75,1635.18,1614.18,1634.79,9348905,747704798238,379801165628950,2017-01-03,,,,,,,
2,1634.88,1641.49,1630.79,1638.46,8341395,770850854035,378381473995000,2017-01-04,,,,,,,
3,1641.75,1643.53,1629.24,1629.37,7498721,794481617888,373911602914250,2017-01-05,,,,,,,
4,1645.5,1654.49,1643.88,1648.54,8065586,747179372263,379400783100800,2017-01-06,,,,,,,
5,1654.84,1676.13,1652.11,1669.74,10010740,1037020351085,387390185571350,2017-01-09,,,,,,,
6,1672.55,1676.84,1666.4,1671.11,7542045,720911170500,387410796324650,2017-01-10,,,,,,,
7,1676.0,1710.25,1675.88,1705.12,9984886,966938365116,396753555648600,2017-01-11,,,,,,,
8,1705.22,1710.73,1695.82,1709.38,10059677,1008752363670,400151650778900,2017-01-12,,,,,,,
9,1695.55,1699.06,1682.07,1685.45,8137064,1069679995380,390060412743900,2017-01-13,,,,,,,
10,1682.68,1685.04,1653.76,1661.69,9744413,1124533713745,382974677792100,2017-01-16,,,,,,,
11,1661.02,1678.48,1659.63,1666.39,5863287,639395958397,385189817987400,2017-01-17,,,,,,,
12,1669.04,1672.94,1651.33,1664.55,7714716,752056189830,384899489477550,2017-01-18,,,,,,,
13,1690.87,1693.22,1671.72,1679.24,7713448,931765867046,389399178287600,2017-01-19,,,,,,,
14,1671.9,1678.69,1669.06,1672.75,5874599,724352677000,387140433365550,2017-01-20,,61.43503247630945,,,,,
15,1676.78,1694.78,1667.33,1690.92,9024209,857606764500,393802012702200,2017-01-23,,66.84126986497444,,,,,
16,1700.87,1705.48,1686.01,1693.74,9507881,993065269692,394521436218200,2017-01-24,,67.60040755389379,,,,,
