rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기,450375920905,제 1 기,230551464903,1,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기,305601604636,제 1 기,94646278024,2,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 2 기,30000000,제 1 기,,3,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 2 기,55605828593,제 1 기,54730927752,4,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,기타채권,-,제 2 기,5021588916,제 1 기,2903849179,5,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_CurrentDerivativeAsset,파생상품자산,-,제 2 기,58256050,제 1 기,451617842,6,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기,67603990760,제 1 기,43435590783,7,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 2 기,16454651950,제 1 기,34383201323,8,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기,390792565638,제 1 기,263648710535,9,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기,318394589428,제 1 기,212154531468,10,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 2 기,12357145365,제 1 기,9683082196,11,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 2 기,5175365600,제 1 기,5175365600,12,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,장기기타채권,-,제 2 기,2288716008,제 1 기,2966342333,13,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기,46537186707,제 1 기,28949964282,14,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 2 기,6039562530,제 1 기,4719424656,15,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기,841168486543,제 1 기,494200175438,16,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기,167427410105,제 1 기,184007280616,18,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_ShortTermTradePayables,매입채무,-,제 2 기,51249091490,제 1 기,37283341630,19,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,기타채무,-,제 2 기,13304191541,제 1 기,48290772448,20,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 2 기,58738986631,제 1 기,45110254174,21,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기차입금,-,제 2 기,6755286226,제 1 기,43364503048,22,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_CurrentPortionOfBonds,유동성장기유동화채무,-,제 2 기,14868575333,제 1 기,,23,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_CurrentDerivativeLiabilities,파생상품부채,-,제 2 기,938835581,제 1 기,2377756627,24,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 2 기,6457183750,제 1 기,5296223245,25,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_CurrentProvisions,충당부채,-,제 2 기,294040769,제 1 기,,26,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,유동리스부채,-,제 2 기,1887944016,제 1 기,1896788512,27,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 2 기,12933274768,제 1 기,387640932,28,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 2 기,183882418408,제 1 기,169560785857,29,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 2 기,153251508514,제 1 기,95258327367,30,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,장기유동화채무,-,제 2 기,14794063705,제 1 기,,31,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_PostemploymentBenefitObligations,퇴직급여부채,-,제 2 기,3741095450,제 1 기,4666299285,32,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,장기기타채무,-,제 2 기,967019593,제 1 기,284501043,33,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentProvisions,충당부채,-,제 2 기,719973120,제 1 기,938083408,34,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 2 기,5452058806,제 1 기,1374392552,35,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentLeaseLiabilities,비유동리스부채,-,제 2 기,4956699220,제 1 기,6833582202,36,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_OtherNonCurrentLiabilities,기타비유동부채,-,제 2 기,,제 1 기,60205600000,37,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 2 기,351309828513,제 1 기,353568066473,38,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 2 기,292159006522,제 1 기,140632108965,40,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기,3960220800,제 1 기,3960220800,41,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기,295235606967,제 1 기,127293752427,42,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본항목,-,제 2 기,-36713243,제 1 기,-36713243,43,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 2 기,-288654781,제 1 기,5087849112,44,KRW,,연결
20210318001410,11011,2020,01412822,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 2 기,-6711453221,제 1 기,4326999869,45,KRW,,연결
