Date,SMB
2020-01-02,0.0
2020-01-03,-0.0005693848943177926
2020-01-06,-0.00744689849600233
2020-01-07,-0.007794322179812907
2020-01-08,-0.022385371320087
2020-01-09,0.002689387469833937
2020-01-10,0.0005381185253248155
2020-01-13,-0.0009995346677937889
2020-01-14,-0.0035025080712134393
2020-01-15,0.013112313130196562
2020-01-16,-0.0060651784464273995
2020-01-17,-0.0018404102185217708
2020-01-20,-0.013182088061959751
2020-01-21,0.004524840658926443
2020-01-22,-0.0029432581277801795
2020-01-23,0.008109186394087975
2020-01-28,0.010010596145701212
2020-01-29,-0.0010148211307625665
2020-01-30,-0.0014558072852444148
2020-01-31,-0.003953449385053376
2020-02-03,-0.002782331842950736
2020-02-04,-0.004289272083244811
2020-02-05,-0.0019325367817981665
2020-02-06,-0.014323955319265336
2020-02-07,0.007710038321067758
2020-02-10,0.006618779653583373
2020-02-11,-0.006444106761688495
2020-02-12,-0.0067185677371235375
2020-02-13,-0.0026794284689780623
2020-02-14,-0.003975199599092427
2020-02-17,-0.001071758113241672
2020-02-18,0.005057231360384495
2020-02-19,0.00016653031405833296
2020-02-20,0.00043083254882980704
2020-02-21,0.002441744941276469
2020-02-24,0.0035470731755182783
2020-02-25,0.0024090177928137724
2020-02-26,0.008214812561494478
2020-02-27,-0.009500342951872853
2020-02-28,-0.004214092982091744
2020-03-02,0.0026054476588939224
2020-03-03,0.0034801204142753672
2020-03-04,-0.007194181518066722
2020-03-05,0.0014515546068043506
2020-03-06,0.011784235436593682
2020-03-09,0.0023246931101904567
2020-03-10,-0.007101188119899016
2020-03-11,-0.0005918381571238251
2020-03-12,-0.019021196408906094
2020-03-13,-0.04347193934665561
2020-03-16,0.0036924261663096036
2020-03-17,0.01374574923284555
2020-03-18,0.012343165094531261
2020-03-19,-0.05453596833418217
2020-03-20,-0.01763776280459539
2020-03-23,0.0010571301111420572
2020-03-24,-0.03567398882283235
2020-03-25,0.004309432837878324
2020-03-26,0.04855571978233808
2020-03-27,0.001220561314507318
2020-03-30,0.0340868037089741
2020-03-31,0.026264631003165118
