Date,SMB
2020-10-05,0.0
2020-10-06,0.0008053581340805582
2020-10-07,-0.0033849455503744963
2020-10-08,0.009095035928914141
2020-10-12,0.0018796907068718838
2020-10-13,-0.0015010491296715278
2020-10-14,0.004436247443388552
2020-10-15,-0.007114376688732604
2020-10-16,-0.00732287273566723
2020-10-19,-0.003107280428441217
2020-10-20,-0.010467665690718775
2020-10-21,0.006818622854065648
2020-10-22,-0.0049737976161680075
2020-10-23,0.00015540074098074896
2020-10-26,-0.022234978757410873
2020-10-27,0.0010198130395447924
2020-10-28,0.01605254202377937
2020-10-29,0.007210511913912088
2020-10-30,0.012250190037511821
2020-11-02,-0.0004702847853284009
2020-11-03,-0.008135202880998005
2020-11-04,-0.006685691824692475
2020-11-05,-0.01104152683655979
2020-11-06,-0.0020229528098913985
2020-11-09,0.01428498394154687
2020-11-10,0.004788015986662897
2020-11-11,-0.012108678340223333
2020-11-12,0.011572586611888758
2020-11-13,-0.01467825972884762
2020-11-16,-0.0095158358312748
2020-11-17,-0.006141138391620893
2020-11-18,0.006764937199691623
2020-11-19,0.0008024179275227805
2020-11-20,0.006597526951530597
2020-11-23,-0.017899555361668318
2020-11-24,0.0021701956047524007
2020-11-25,-0.006987559582691372
2020-11-26,-0.006159770146854093
2020-11-27,0.0045572522671899485
2020-11-30,0.026674342037843024
2020-12-01,-0.01281702341389912
2020-12-02,-0.012359548056674496
2020-12-03,-0.008466764615693512
2020-12-04,-0.018606034736596944
2020-12-07,-0.006340470536553289
2020-12-08,0.009335301736078105
2020-12-09,-0.009953197696688232
2020-12-10,0.008920746103354138
2020-12-11,0.0009271281962075495
2020-12-14,0.0012602082976154172
2020-12-15,-0.0022200656407906916
2020-12-16,0.003735788557732711
2020-12-17,0.00297594163152759
2020-12-18,0.011230873606037473
2020-12-21,0.004009739210750984
2020-12-22,-0.008750299857691046
2020-12-23,-0.02429183016334413
2020-12-24,-0.017057338097659525
2020-12-28,-0.011189146559035912
2020-12-29,0.010466492165081442
2020-12-30,-0.006695792504284093
