날짜,시가총액,거래량,거래대금,상장주식수
2022-10-04,34790395000,4220,48755150,2986300
2022-10-05,35536970000,8048,93160950,2986300
2022-10-06,35686285000,2608,31031100,2986300
2022-10-07,37776695000,79014,1016803100,2986300
2022-10-11,33595875000,21624,251453200,2986300
2022-10-12,33147930000,10298,113877800,2986300
2022-10-13,31356150000,6426,69224700,2986300
2022-10-14,32401355000,10455,112708100,2986300
2022-10-17,32550670000,2330,24877850,2986300
2022-10-18,33147930000,8002,88547100,2986300
2022-10-19,34193135000,84552,1040495250,2986300
2022-10-20,35238340000,16618,193425650,2986300
2022-10-21,34342450000,6810,78647750,2986300
2022-10-24,34342450000,7451,86280700,2986300
2022-10-25,34043820000,4760,54087550,2986300
2022-10-26,34342450000,5336,60739400,2986300
2022-10-27,34491765000,8034,92097400,2986300
2022-10-28,34043820000,4556,52458250,2986300
2022-10-31,34641080000,4499,51692950,2986300
2022-11-01,35089025000,14939,177622050,2986300
2022-11-02,34043820000,5750,66231450,2986300
2022-11-03,37627380000,571103,7746929650,2986300
2022-11-04,37776695000,167136,2208497750,2986300
2022-11-07,38971215000,147510,1980649400,2986300
2022-11-08,38523270000,38845,500931100,2986300
2022-11-09,40464365000,162972,2242634950,2986300
2022-11-10,40165735000,58654,791464250,2986300
2022-11-11,40912310000,94975,1321679450,2986300
2022-11-14,39867105000,20097,271912000,2986300
2022-11-15,39717790000,15387,204034000,2986300
2022-11-16,40165735000,28425,387611050,2986300
2022-11-17,40165735000,23192,305975700,2986300
2022-11-18,39717790000,13670,180925750,2986300
2022-11-21,38672585000,22162,297501300,2986300
2022-11-22,38672585000,4732,61791350,2986300
2022-11-23,39120530000,6664,87300050,2986300
2022-11-24,39419160000,6202,81663300,2986300
2022-11-25,39120530000,6739,87815800,2986300
2022-11-28,38373955000,6800,87866250,2986300
2022-11-29,38821900000,3955,50657450,2986300
2022-11-30,38373955000,4394,56584650,2986300
2022-12-01,39120530000,5464,71422550,2986300
2022-12-02,38523270000,3623,47071200,2986300
2022-12-05,38373955000,7572,96972950,2986300
2022-12-06,37926010000,2491,31613950,2986300
2022-12-07,38075325000,3358,42605450,2986300
2022-12-08,37776695000,4941,62286150,2986300
2022-12-09,38672585000,9592,122534200,2986300
2022-12-12,38075325000,852,10866800,2986300
2022-12-13,38523270000,5704,72459050,2986300
2022-12-14,38523270000,3503,45107800,2986300
2022-12-15,38672585000,16361,214739650,2986300
2022-12-16,38373955000,2206,28168850,2986300
2022-12-19,39120530000,6805,88235300,2986300
2022-12-20,37776695000,6375,81011200,2986300
2022-12-21,37478065000,2502,31537100,2986300
2022-12-22,36880805000,8818,108091850,2986300
2022-12-23,35536970000,4336,51874950,2986300
2022-12-26,35238340000,2249,26861950,2986300
2022-12-27,35387655000,2487,29322850,2986300
2022-12-28,35536970000,657,7814550,2986300
2022-12-29,34939710000,1532,18024000,2986300
