날짜,시가총액,거래량,거래대금,상장주식수
2022-01-03,52409565000,2445,42401450,2986300
2022-01-04,52260250000,1753,30590200,2986300
2022-01-05,50916415000,8916,153288200,2986300
2022-01-06,49273950000,10340,172313700,2986300
2022-01-07,49721895000,4590,76065500,2986300
2022-01-10,48975320000,2814,46221950,2986300
2022-01-11,47780800000,7941,127415800,2986300
2022-01-12,48228745000,2939,47404750,2986300
2022-01-13,48676690000,3324,54205450,2986300
2022-01-14,47482170000,4553,72625650,2986300
2022-01-17,48378060000,50322,879169250,2986300
2022-01-18,47332855000,9328,149161800,2986300
2022-01-19,45690390000,5657,87616150,2986300
2022-01-20,46884910000,6551,100643750,2986300
2022-01-21,47930115000,2751,43528850,2986300
2022-01-24,46436965000,5385,83326350,2986300
2022-01-25,44346555000,8028,119275900,2986300
2022-01-26,43599980000,7472,108830700,2986300
2022-01-27,40165735000,14378,195035200,2986300
2022-01-28,40464365000,5674,75542600,2986300
2022-02-03,42405460000,6775,94332200,2986300
2022-02-04,41957515000,3505,48628150,2986300
2022-02-07,42106830000,1974,27628050,2986300
2022-02-08,41808200000,1678,23554100,2986300
2022-02-09,42853405000,4422,63116600,2986300
2022-02-10,42554775000,1343,19052950,2986300
2022-02-11,40912310000,1606,22178550,2986300
2022-02-14,40165735000,1747,23313250,2986300
2022-02-15,39419160000,6453,86558200,2986300
2022-02-16,40016420000,6865,95383950,2986300
2022-02-17,42554775000,41077,599648400,2986300
2022-02-18,42554775000,15524,217178200,2986300
2022-02-21,41658885000,6983,99093450,2986300
2022-02-22,41658885000,3050,42154150,2986300
2022-02-23,42704090000,3693,52223950,2986300
2022-02-24,40912310000,2919,40117450,2986300
2022-02-25,42405460000,6733,94436550,2986300
2022-02-28,46436965000,337702,5710558450,2986300
2022-03-02,48826005000,127887,2140490350,2986300
2022-03-03,47482170000,37551,600308100,2986300
2022-03-04,45690390000,14085,217383450,2986300
2022-03-07,46735595000,21035,328104500,2986300
2022-03-08,45391760000,20916,326585150,2986300
2022-03-10,46287650000,10681,167470050,2986300
2022-03-11,47332855000,12584,195353850,2986300
2022-03-14,46138335000,8710,133756550,2986300
2022-03-15,45242445000,8565,130850450,2986300
2022-03-16,45839705000,5803,87925150,2986300
2022-03-17,46287650000,5681,87505700,2986300
2022-03-18,46735595000,6307,97902450,2986300
2022-03-21,46735595000,6141,95776900,2986300
2022-03-22,47034225000,6066,94908800,2986300
2022-03-23,46884910000,10501,165183100,2986300
2022-03-24,46735595000,6560,101643350,2986300
2022-03-25,46138335000,5855,91431600,2986300
2022-03-28,48676690000,21231,342312200,2986300
2022-03-29,47482170000,12415,197902200,2986300
2022-03-30,51065730000,15214,250974100,2986300
2022-03-31,50319155000,12697,212319450,2986300
