rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기 반기말,180833741154,제 1 기말,230551464903,1,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 반기말,66403077573,제 1 기말,94646278024,2,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 2 기 반기말,61800782874,제 1 기말,54730927752,3,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,기타채권,-,제 2 기 반기말,1159314106,제 1 기말,2903849179,4,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,dart_CurrentDerivativeAsset,파생상품자산,-,제 2 기 반기말,601502300,제 1 기말,451617842,5,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기 반기말,44345757727,제 1 기말,43435590783,6,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 2 기 반기말,6523306574,제 1 기말,34383201323,7,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기 반기말,350870779034,제 1 기말,263648710535,8,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기 반기말,298289433581,제 1 기말,212154531468,9,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 2 기 반기말,11534386557,제 1 기말,9683082196,10,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 2 기 반기말,5175365600,제 1 기말,5175365600,11,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,장기기타채권,-,제 2 기 반기말,2343342482,제 1 기말,2966342333,12,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기 반기말,27167986891,제 1 기말,28949964282,13,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 2 기 반기말,6360263923,제 1 기말,4719424656,14,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기 반기말,531704520188,제 1 기말,494200175438,15,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기 반기말,161941542847,제 1 기말,184007280616,17,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,dart_ShortTermTradePayables,매입채무,-,제 2 기 반기말,31028247205,제 1 기말,37283341630,18,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,기타채무,-,제 2 기 반기말,15189850363,제 1 기말,48290772448,19,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 2 기 반기말,64894273911,제 1 기말,45110254174,20,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기차입금,-,제 2 기 반기말,41690175234,제 1 기말,43364503048,21,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,dart_CurrentDerivativeLiabilities,파생상품부채,-,제 2 기 반기말,1023028161,제 1 기말,2377756627,22,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 2 기 반기말,1164261632,제 1 기말,5296223245,23,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_CurrentProvisions,충당부채,-,제 2 기 반기말,458114066,제 1 기말,,24,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,유동리스부채,-,제 2 기 반기말,1839987345,제 1 기말,1896788512,25,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 2 기 반기말,4653604930,제 1 기말,387640932,26,KRW,,연결
20200828001200,11012,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 2 기 반기말,213792305259,제 1 기말,169560785857,27,KRW,,연결
