rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,bfefrmtrm_nm,bfefrmtrm_amount,연결구분
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 72 기 1분기말,48646651469000,제 71 기말,47203762893000,7,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 72 기 1분기말,14538309701000,제 71 기말,13668165559000,8,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,-표준계정코드 미사용-,생물자산,-,제 72 기 1분기말,159870664000,제 71 기말,166975065000,9,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 72 기 1분기말,4148239205000,제 71 기말,3646474585000,10,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CurrentContractAssets,계약자산,-,제 72 기 1분기말,399060463000,제 71 기말,297817857000,11,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CurrentDerivativeFinancialAssets,유동파생상품자산,-,제 72 기 1분기말,107379216000,제 71 기말,52257239000,12,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAvailableforsale,유동공정가치금융자산,-,제 72 기 1분기말,335802000,제 71 기말,5482343000,13,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CurrentTradeReceivables,매출채권,-,제 72 기 1분기말,3951941262000,제 71 기말,4114768676000,14,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 72 기 1분기말,3347444394000,제 71 기말,3169893143000,15,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 72 기 1분기말,1021048305000,제 71 기말,936456088000,16,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 72 기 1분기말,1402990390000,제 71 기말,1278040563000,17,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 72 기 1분기말,33087159390000,제 71 기말,32619664568000,18,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 72 기 1분기말,8286428330000,제 71 기말,8143748728000,19,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,공동기업및관계기업투자,-,제 72 기 1분기말,1969854297000,제 71 기말,1934283353000,20,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 72 기 1분기말,277273112000,제 71 기말,301672862000,21,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NetDeferredTaxAssets,이연법인세자산,-,제 72 기 1분기말,736432929000,제 71 기말,681540930000,22,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentContractAssets,장기계약자산,-,제 72 기 1분기말,45994679000,제 71 기말,27490768000,23,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentDerivativeFinancialAssets,비유동파생상품자산,-,제 72 기 1분기말,60600374000,제 71 기말,72482538000,24,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAvailableforsale,공정가치금융자산,-,제 72 기 1분기말,1103679800000,제 71 기말,1174038430000,25,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,순확정급여자산,-,제 72 기 1분기말,81238930000,제 71 기말,109251590000,26,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentTradeReceivables,장기매출채권,-,제 72 기 1분기말,164991585000,제 71 기말,150938134000,27,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 72 기 1분기말,906091164000,제 71 기말,815051386000,28,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 72 기 1분기말,866934791000,제 71 기말,821379860000,29,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 72 기 1분기말,14433032212000,제 71 기말,14306194154000,30,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 72 기 1분기말,4154607187000,제 71 기말,4081591835000,31,KRW,,,,,,,연결
