rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,bfefrmtrm_nm,bfefrmtrm_amount,연결구분
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,매각예정자산,-,제 72 기 1분기말,1021182378000,제 71 기말,915932766000,32,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 72 기 1분기말,17985766537000,제 71 기말,17892818574000,34,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업 소유주지분,-,제 72 기 1분기말,5596851182000,제 71 기말,5513928899000,35,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,-표준계정코드 미사용-,기타자본항목,-,제 72 기 1분기말,392406442000,제 71 기말,279396339000,36,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 72 기 1분기말,179047370000,제 71 기말,179047370000,37,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 72 기 1분기말,4032579854000,제 71 기말,4062667674000,38,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_SharePremium,주식발행초과금,-,제 72 기 1분기말,992817516000,제 71 기말,992817516000,39,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 72 기 1분기말,12388915355000,제 71 기말,12378889675000,40,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_EquityAndLiabilities,부채와 자본총계,-,제 72 기 1분기말,48646651469000,제 71 기말,47203762893000,41,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 72 기 1분기말,16438516367000,제 71 기말,15182706675000,43,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CurrentContractLiabilities,계약부채,-,제 72 기 1분기말,862150642000,제 71 기말,869098323000,44,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CurrentDerivativeFinancialLiabilities,유동파생상품부채,-,제 72 기 1분기말,129793085000,제 71 기말,181861370000,45,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,유동성리스부채,-,제 72 기 1분기말,831509692000,제 71 기말,799045506000,46,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기사채및차입금,-,제 72 기 1분기말,3209159342000,제 71 기말,2427210307000,47,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CurrentProvisions,유동성충당부채,-,제 72 기 1분기말,89277920000,제 71 기말,94166801000,48,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,미지급법인세,-,제 72 기 1분기말,261048241000,제 71 기말,190621942000,49,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_OtherCurrentFinancialLiabilities,기타유동금융부채,-,제 72 기 1분기말,2824792850000,제 71 기말,2496198237000,50,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_OtherCurrentLiabilities,기타유동부채,-,제 72 기 1분기말,788518842000,제 71 기말,1255895747000,51,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 72 기 1분기말,4562494457000,제 71 기말,3937378915000,52,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers,매입채무,-,제 72 기 1분기말,2879771296000,제 71 기말,2931229527000,53,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 72 기 1분기말,30660884932000,제 71 기말,29310944319000,54,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,매각예정부채,-,제 72 기 1분기말,540528963000,제 71 기말,454490840000,55,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 72 기 1분기말,13681839602000,제 71 기말,13673746804000,56,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,dart_LongTermGuaranteeDepositWithholdings,예수보증금,-,제 72 기 1분기말,115004380000,제 71 기말,188086459000,57,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NetDeferredTaxLiabilities,이연법인세부채,-,제 72 기 1분기말,1283107583000,제 71 기말,1214421577000,58,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentContractLiabilities,장기계약부채,-,제 72 기 1분기말,123519894000,제 71 기말,119793124000,59,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentDerivativeFinancialLiabilities,비유동파생상품부채,-,제 72 기 1분기말,103665280000,제 71 기말,79683909000,60,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentLeaseLiabilities,리스부채,-,제 72 기 1분기말,3730833608000,제 71 기말,3672335423000,61,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentPortionOfNoncurrentLoansReceived,장기차입금,-,제 72 기 1분기말,2086903768000,제 71 기말,2502878954000,62,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentPortionOfNoncurrentNotesAndDebenturesIssued,사채,-,제 72 기 1분기말,5061676911000,제 71 기말,4783631898000,63,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentProvisions,비유동충당부채,-,제 72 기 1분기말,150215790000,제 71 기말,154536596000,64,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,-,제 72 기 1분기말,148808681000,제 71 기말,133749918000,65,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,-,제 72 기 1분기말,772472499000,제 71 기말,711914302000,66,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,BS,재무상태표,ifrs-full_OtherNoncurrentLiabilities,기타비유동부채,-,제 72 기 1분기말,105631208000,제 71 기말,112714644000,67,KRW,,,,,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,dart_OperatingIncomeLoss,영업이익(손실),-,제 72 기 1분기,576155649000,,,6,KRW,576155649000,제 71 기 1분기,329343493000,329343493000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,dart_OtherGains,기타영업외수익,-,제 72 기 1분기,74566694000,,,7,KRW,74566694000,제 71 기 1분기,70525411000,70525411000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,dart_OtherLosses,기타영업외비용,-,제 72 기 1분기,116540552000,,,8,KRW,116540552000,제 71 기 1분기,70698292000,70698292000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_CostOfSales,매출원가,-,제 72 기 1분기,7433536699000,,,9,KRW,7433536699000,제 71 기 1분기,7147852183000,7147852183000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,dart_BasicEarningsLossPerSharePreferredStock,우선주 주당순이익,-,제 72 기 1분기,2120,,,11,KRW,2120,제 71 기 1분기,192,192,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,dart_DilutedEarningsLossPerSharePreferredStock,우선주 희석주당순이익(손실),-,제 72 기 1분기,2120,,,12,KRW,2120,제 71 기 1분기,192,192,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,-표준계정코드 미사용-,신형우선주 주당순이익,-,제 72 기 1분기,2108,,,13,KRW,2108,제 71 기 1분기,180,180,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,-표준계정코드 미사용-,신형우선주 희석주당순이익,-,제 72 기 1분기,2108,,,14,KRW,2108,제 71 기 1분기,180,180,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_BasicEarningsLossPerShare,보통주 주당순이익,-,제 72 기 1분기,2108,,,15,KRW,2108,제 71 기 1분기,180,180,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_DilutedEarningsLossPerShare,보통주 희석주당순이익,-,제 72 기 1분기,2108,,,16,KRW,2108,제 71 기 1분기,180,180,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_FinanceCosts,금융비용,-,제 72 기 1분기,441948639000,,,17,KRW,441948639000,제 71 기 1분기,421026404000,421026404000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_FinanceIncome,금융수익,-,제 72 기 1분기,218805174000,,,18,KRW,218805174000,제 71 기 1분기,224555252000,224555252000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_GrossProfit,매출총이익,-,제 72 기 1분기,3002303898000,,,19,KRW,3002303898000,제 71 기 1분기,2629591720000,2629591720000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,-,제 72 기 1분기,158530977000,,,20,KRW,158530977000,제 71 기 1분기,115471429000,115471429000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_ProfitLoss,분기순이익,-,제 72 기 1분기,150839495000,,,21,KRW,150839495000,제 71 기 1분기,11721519000,11721519000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배지분,-,제 72 기 1분기,80129173000,,,23,KRW,80129173000,제 71 기 1분기,845543000,845543000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업의 소유주,-,제 72 기 1분기,70710322000,,,24,KRW,70710322000,제 71 기 1분기,10875976000,10875976000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_ProfitLossBeforeTax,법인세차감전순이익,-,제 72 기 1분기,309370472000,,,25,KRW,309370472000,제 71 기 1분기,127192948000,127192948000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_Revenue,매출액,-,제 72 기 1분기,10435840597000,,,26,KRW,10435840597000,제 71 기 1분기,9777443903000,9777443903000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_SellingGeneralAndAdministrativeExpense,판매비와관리비,-,제 72 기 1분기,2426148249000,,,27,KRW,2426148249000,제 71 기 1분기,2300248227000,2300248227000,,,연결
20240516001598,11013,2024,00148540,IS,손익계산서,ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,공동기업 및 관계기업투자주식에  대한 지분법손익,-,제 72 기 1분기,-1667854000,,,28,KRW,-1667854000,제 71 기 1분기,-5506512000,-5506512000,,,연결
20240516001598,11013,2024,00148540,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncome,분기 총포괄손익,-,제 72 기 1분기,475924202000,,,6,KRW,475924202000,제 71 기 1분기,365996903000,365996903000,,,연결
20240516001598,11013,2024,00148540,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,비지배지분,-,제 72 기 1분기,289899477000,,,8,KRW,289899477000,제 71 기 1분기,238542927000,238542927000,,,연결
20240516001598,11013,2024,00148540,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,지배주주의 소유주,-,제 72 기 1분기,186024725000,,,9,KRW,186024725000,제 71 기 1분기,127453976000,127453976000,,,연결
20240516001598,11013,2024,00148540,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncome,당기 세후 기타포괄손익,-,제 72 기 1분기,325084707000,,,10,KRW,325084707000,제 71 기 1분기,354275384000,354275384000,,,연결
20240516001598,11013,2024,00148540,CIS,포괄손익계산서,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,해외사업환산손익,-,제 72 기 1분기,345208194000,,,12,KRW,345208194000,제 71 기 1분기,303691004000,303691004000,,,연결
20240516001598,11013,2024,00148540,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncomeNetOfTaxCashFlowHedges,파생상품평가손익,-,제 72 기 1분기,5090707000,,,13,KRW,5090707000,제 71 기 1분기,267950000,267950000,,,연결
20240516001598,11013,2024,00148540,CIS,포괄손익계산서,ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,공동지배기업 및 관계기업 기타포괄손익 등에 대한 지분,-,제 72 기 1분기,42154893000,,,14,KRW,42154893000,제 71 기 1분기,115736734000,115736734000,,,연결
20240516001598,11013,2024,00148540,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,기타포괄손익-공정가치 측정 지분상품 평가손익,-,제 72 기 1분기,-53345159000,,,16,KRW,-53345159000,제 71 기 1분기,37170395000,37170395000,,,연결
20240516001598,11013,2024,00148540,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,확정급여제도의 재측정요소,-,제 72 기 1분기,-86000000,,,17,KRW,-86000000,제 71 기 1분기,927923000,927923000,,,연결
20240516001598,11013,2024,00148540,CIS,포괄손익계산서,ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,공동지배기업 및 관계기업 기타포괄손익 등에 대한 지분,-,제 72 기 1분기,-13937928000,,,18,KRW,-13937928000,제 71 기 1분기,-103518622000,-103518622000,,,연결
20240516001598,11013,2024,00148540,CIS,포괄손익계산서,ifrs-full_ProfitLoss,분기순이익,-,제 72 기 1분기,150839495000,,,19,KRW,150839495000,제 71 기 1분기,11721519000,11721519000,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초의 현금및현금성자산,-,제 72 기 1분기,3646474585000,,,2,KRW,,제 71 기 1분기,4021275506000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,dart_CashAndCashEquivalentsAtEndOfPeriodCf,분기말의 현금및현금성자산,-,제 72 기 1분기,4148239205000,,,3,KRW,,제 71 기 1분기,3914362201000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,-표준계정코드 미사용-,매각예정의 일부로 분류된 현금및현금성자산,-,제 72 기 1분기,-18894920000,,,8,KRW,,제 71 기 1분기,0,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동 현금흐름,-,제 72 기 1분기,428637970000,,,9,KRW,,제 71 기 1분기,52256405000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,dart_DecreaseInGuaranteeDepositsAsFinancialActivities,예수보증금의 감소,-,제 72 기 1분기,13272844000,,,10,KRW,,제 71 기 1분기,15559604000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,dart_IncreaseInGuaranteeDepositsAsFinancialActivities,예수보증금의 증가,-,제 72 기 1분기,3851138000,,,11,KRW,,제 71 기 1분기,3505533000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,-표준계정코드 미사용-,유동성장기차입금의 감소,-,제 72 기 1분기,141163356000,,,12,KRW,,제 71 기 1분기,566172178000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,-표준계정코드 미사용-,유동성사채의감소,-,제 72 기 1분기,549377931000,,,13,KRW,,제 71 기 1분기,80000000000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,-표준계정코드 미사용-,단기차입금의 순증감,-,제 72 기 1분기,715469648000,,,14,KRW,,제 71 기 1분기,-923311642000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_DividendsPaidToNoncontrollingInterests,비지배지분에 대한 배당,-,제 72 기 1분기,17896978000,,,15,KRW,,제 71 기 1분기,30075288000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_InterestPaidClassifiedAsFinancingActivities,이자의 지급,-,제 72 기 1분기,232586847000,,,16,KRW,,제 71 기 1분기,197716633000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_OtherInflowsOutflowsOfCashClassifiedAsFinancingActivities,기타 재무활동으로 인한 현금의 변동,-,제 72 기 1분기,-1550514000,,,17,KRW,,제 71 기 1분기,-536825000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_PaymentsFromChangesInOwnershipInterestsInSubsidiaries,비지배지분의 감소,-,제 72 기 1분기,486311670000,,,18,KRW,,제 71 기 1분기,0,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,리스부채 원금의 지급,-,제 72 기 1분기,191880839000,,,19,KRW,,제 71 기 1분기,187452139000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_ProceedsFromChangesInOwnershipInterestsInSubsidiaries,비지배지분의 증가,-,제 72 기 1분기,300985182000,,,20,KRW,,제 71 기 1분기,7000000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_ProceedsFromIssueOfBondsNotesAndDebentures,사채의 발행,-,제 72 기 1분기,977196669000,,,21,KRW,,제 71 기 1분기,1174062865000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_ProceedsFromNoncurrentBorrowings,장기차입금의 차입,-,제 72 기 1분기,65176312000,,,22,KRW,,제 71 기 1분기,875505316000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_CashFlowsFromUsedInInvestingActivities,투자활동현금흐름,-,제 72 기 1분기,-676401705000,,,23,KRW,,제 71 기 1분기,-840873379000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,dart_ProceedsFromSalesOfAvailableForSaleFinancialAssets,공정가치금융자산의 처분,-,제 72 기 1분기,7997772000,,,24,KRW,,제 71 기 1분기,90026200000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,dart_ProceedsFromSalesOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,매각예정자산의처분,-,제 72 기 1분기,0,,,25,KRW,,제 71 기 1분기,16214343000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,dart_ProceedsFromSalesOfOtherFinancialAssets,기타금융자산의처분,-,제 72 기 1분기,514990679000,,,26,KRW,,제 71 기 1분기,472359559000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,dart_PurchaseOfOtherFinancialAssets,기타금융자산의 취득,-,제 72 기 1분기,559715427000,,,27,KRW,,제 71 기 1분기,464620773000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,-표준계정코드 미사용-,기타자산의 취득,-,제 72 기 1분기,89488220000,,,28,KRW,,제 71 기 1분기,87221819000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_DividendsReceivedClassifiedAsInvestingActivities,배당금의 수취,-,제 72 기 1분기,3531712000,,,29,KRW,,제 71 기 1분기,3658404000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_InterestReceivedClassifiedAsInvestingActivities,이자의 수취,-,제 72 기 1분기,37516356000,,,30,KRW,,제 71 기 1분기,35963746000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities,기타 투자활동으로 인한 현금의 변동,-,제 72 기 1분기,-540149000,,,31,KRW,,제 71 기 1분기,-1985781000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 처분,-,제 72 기 1분기,3146241000,,,32,KRW,,제 71 기 1분기,4170776000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_ProceedsFromSalesOfInvestmentProperty,투자부동산의처분,-,제 72 기 1분기,16980000,,,33,KRW,,제 71 기 1분기,0,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_ProceedsFromSalesOfInvestmentsAccountedForUsingEquityMethod,공동기업 및 관계기업 투자주식의 처분,-,제 72 기 1분기,869328000,,,34,KRW,,제 71 기 1분기,1824639000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 처분,-,제 72 기 1분기,32942262000,,,35,KRW,,제 71 기 1분기,27962012000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_PurchaseOfAvailableforsaleFinancialAssets,공정가치금융자산의 취득,-,제 72 기 1분기,7014784000,,,36,KRW,,제 71 기 1분기,19683017000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 취득,-,제 72 기 1분기,373897773000,,,37,KRW,,제 71 기 1분기,545039017000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_PurchaseOfInterestsInInvestmentsAccountedForUsingEquityMethod,공동기업 및 관계기업 투자주식의 취득,-,제 72 기 1분기,11100000000,,,38,KRW,,제 71 기 1분기,21325000000,,,,연결
20240516001598,11013,2024,00148540,CF,현금흐름표,ifrs-full_PurchaseOfInvestmentProperty,투자부동산의 취득,-,제 72 기 1분기,549504000,,,39,KRW,,제 71 기 1분기,1018568000,,,,연결
