날짜,시가,고가,저가,종가,거래량,등락률
2020-11-02,32300,32450,32000,32100,3986,-1.834862385321101
2020-11-03,32550,32550,32050,32400,2026,0.9345794392523363
2020-11-04,32750,32750,32050,32200,5191,-0.6172839506172839
2020-11-05,32100,32450,32100,32300,3000,0.3105590062111801
2020-11-06,32600,32750,32300,32300,4921,0.0
2020-11-09,32300,32550,32250,32550,1411,0.7739938080495357
2020-11-10,33000,33050,32650,32750,10904,0.6144393241167435
2020-11-11,32750,33300,32750,33200,10854,1.3740458015267176
2020-11-12,33400,33450,32800,33400,8125,0.6024096385542169
2020-11-13,33350,33400,33000,33050,1968,-1.0479041916167664
2020-11-16,33050,33100,32850,32900,5117,-0.45385779122541603
2020-11-17,33100,34000,32900,33400,15683,1.5197568389057752
2020-11-18,33400,34000,33400,33650,6699,0.7485029940119761
2020-11-19,33650,33750,33400,33550,5585,-0.2971768202080238
2020-11-20,33700,35000,33550,34500,23847,2.8315946348733236
2020-11-23,34700,35200,34650,35200,18641,2.0289855072463765
2020-11-24,35200,35550,34700,35500,20239,0.8522727272727272
2020-11-25,35500,35750,34150,34500,14361,-2.8169014084507045
2020-11-26,34500,35000,34100,35000,31585,1.4492753623188406
2020-11-27,34450,35500,34300,35200,8450,0.5714285714285714
2020-11-30,35200,35200,34550,35200,29886,0.0
