날짜,시가,고가,저가,종가,거래량,등락률
2020-12-01,8850,9180,8680,9080,313621,2.8312570781426953
2020-12-02,9140,9150,8920,9090,155503,0.11013215859030838
2020-12-03,9140,9170,8940,8970,119788,-1.3201320132013201
2020-12-04,8970,9050,8810,9020,148567,0.5574136008918618
2020-12-07,9040,9050,8680,8750,165743,-2.9933481152993346
2020-12-08,8880,9120,8730,8800,284779,0.5714285714285714
2020-12-09,8800,9670,8800,9150,1362035,3.977272727272727
2020-12-10,9150,9170,8950,9090,213094,-0.6557377049180327
2020-12-11,9030,9090,8940,8990,168400,-1.1001100110011002
2020-12-14,8920,8920,8710,8770,195180,-2.4471635150166855
2020-12-15,8760,8860,8610,8840,106374,0.798175598631699
2020-12-16,8840,9330,8720,9160,458676,3.619909502262444
2020-12-17,9200,9250,8950,9140,200311,-0.21834061135371177
2020-12-18,9230,9600,9090,9600,716091,5.032822757111598
2020-12-21,10000,10200,9410,9430,1252100,-1.7708333333333333
2020-12-22,9250,9410,8800,8800,438161,-6.680805938494168
2020-12-23,8910,11400,8400,11400,5706760,29.545454545454547
2020-12-24,11750,12900,9460,9490,6224809,-16.75438596491228
2020-12-28,9360,11150,9250,9950,8130045,4.847207586933614
2020-12-29,9910,10400,9690,9900,1380912,-0.5025125628140703
2020-12-30,9870,12750,9820,11550,5277645,16.666666666666664
