투자자구분,매도,매수,순매수
금융투자,187675466500,132733166500,-54942300000
보험,10437154600,4581323600,-5855831000
투신,10007323600,20163556300,10156232700
사모,12461626700,13153004900,691378200
은행,65145000,1557417800,1492272800
기타금융,955296200,2151286600,1195990400
연기금 등,464441497700,463889063500,-552434200
기관합계,686043510300,638228819200,-47814691100
기타법인,5269068100,7914184700,2645116600
개인,227491204100,351133146000,123641941900
외국인,589652950220,510727769020,-78925181200
기타외국인,738423400,1191237200,452813800
전체,1509195156120,1509195156120,0
