투자자구분,매도,매수,순매수
금융투자,257324586300,227681433900,-29643152400
보험,5809402900,14898094500,9088691600
투신,28653424500,28350658600,-302765900
사모,67816487100,7053186400,-60763300700
은행,1851723200,1638335600,-213387600
기타금융,430106600,1435463300,1005356700
연기금 등,896919652700,867290270000,-29629382700
기관합계,1258805383300,1148347442300,-110457941000
기타법인,11897272600,73557836200,61660563600
개인,630211608900,348838798800,-281372810100
외국인,718123264396,1048793884096,330670619700
기타외국인,1373516600,873084400,-500432200
전체,2620411045796,2620411045796,0
