투자자구분,매도,매수,순매수
금융투자,182317559600,144409613800,-37907945800
보험,15414564700,7939727100,-7474837600
투신,14831734000,7977175700,-6854558300
사모,28486315900,30133812100,1647496200
은행,910140300,710848000,-199292300
기타금융,317849700,953452500,635602800
연기금 등,621151663300,599661685300,-21489978000
기관합계,863429827500,791786314500,-71643513000
기타법인,6079017000,9825756400,3746739400
개인,291799911800,330340635800,38540724000
외국인,379530625780,408921556880,29390931100
기타외국인,864898000,830016500,-34881500
전체,1541704280080,1541704280080,0
