투자자구분,매도,매수,순매수
금융투자,237303484600,45937796400,-191365688200
보험,9423957700,10104762900,680805200
투신,15700839900,3598747400,-12102092500
사모,25114859200,1630676000,-23484183200
은행,41143500,989764900,948621400
기타금융,185881700,909886600,724004900
연기금 등,509469421200,492718411600,-16751009600
기관합계,797239587800,555890045800,-241349542000
기타법인,4733867200,8358756900,3624889700
개인,164292419000,418796360400,254503941400
외국인,242478775576,224490693576,-17988082000
기타외국인,206150300,1414943200,1208792900
전체,1208950799876,1208950799876,0
