투자자구분,매도,매수,순매수
금융투자,211036327800,269287261200,58250933400
보험,4112616200,5740106800,1627490600
투신,27756465100,8365361100,-19391104000
사모,8815378500,9211681500,396303000
은행,1651770100,623993600,-1027776500
기타금융,41402600,9245600,-32157000
연기금 등,683924429100,664120836800,-19803592300
기관합계,937338389400,957358486600,20020097200
기타법인,6617200500,5004575100,-1612625400
개인,439948357200,296784404400,-143163952800
외국인,314225219162,439532969962,125307750800
기타외국인,1661677100,1110407300,-551269800
전체,1699790843362,1699790843362,0
