투자자구분,매도,매수,순매수
금융투자,186417430600,277548731900,91131301300
보험,8076290300,5669072000,-2407218300
투신,32061585000,12860901900,-19200683100
사모,8974051300,9494115200,520063900
은행,841332600,500800000,-340532600
기타금융,110093700,334346900,224253200
연기금 등,564738862800,537550879800,-27187983000
기관합계,801219646300,843958847700,42739201400
기타법인,6610844300,5885102000,-725742300
개인,433706921900,240517113200,-193189808700
외국인,307609335533,460521306833,152911971300
기타외국인,2422839400,687217700,-1735621700
전체,1551569587433,1551569587433,0
