투자자구분,매도,매수,순매수
금융투자,299485076500,113978502100,-185506574400
보험,5370766700,6944289400,1573522700
투신,12040018100,9761773600,-2278244500
사모,29091648700,15208998500,-13882650200
은행,891217300,2075474100,1184256800
기타금융,390679600,8212400,-382467200
연기금 등,520893746700,500213844900,-20679901800
기관합계,868163153600,648191095000,-219972058600
기타법인,6749043800,4160425700,-2588618100
개인,213938825200,228134057800,14195232600
외국인,263503620400,471665440100,208161819700
기타외국인,464213500,667837900,203624400
전체,1352818856500,1352818856500,0
