투자자구분,매도,매수,순매수
금융투자,304198770900,192039598600,-112159172300
보험,5861051100,16199952600,10338901500
투신,32579222500,15309073000,-17270149500
사모,73664794200,8172160100,-65492634100
은행,3791463200,1814568800,-1976894400
기타금융,430009900,1177996200,747986300
연기금 등,860837043500,839869125800,-20967917700
기관합계,1281362355300,1074582475100,-206779880200
기타법인,15003516300,69023699400,54020183100
개인,652961903300,239205356300,-413756547000
외국인,491031959389,1058566968489,567535009100
기타외국인,1605642200,586877200,-1018765000
전체,2441965376489,2441965376489,0
