투자자구분,매도,매수,순매수
금융투자,248254560900,128581865400,-119672695500
보험,6824203500,6776593900,-47609600
투신,11043331300,11096419000,53087700
사모,7480728700,21071407200,13590678500
은행,2672518700,189943000,-2482575700
기타금융,333581500,421265500,87684000
연기금 등,553029513700,537548894100,-15480619600
기관합계,829638438300,705686388100,-123952050200
기타법인,14729912400,3764410300,-10965502100
개인,350274063200,199529381200,-150744682000
외국인,339746092900,625681950000,285935857100
기타외국인,1005369600,731746800,-273622800
전체,1535393876400,1535393876400,0
