투자자구분,매도,매수,순매수
금융투자,145152772400,82781629300,-62371143100
보험,1925833300,6689964600,4764131300
투신,15759573400,1859378100,-13900195300
사모,44899124600,2619551700,-42279572900
은행,2124740000,176730000,-1948010000
기타금융,764200,27031800,26267600
연기금 등,347295410900,334399739300,-12895671600
기관합계,557158218800,428554024800,-128604194000
기타법인,5559445000,2456457800,-3102987200
개인,208100746500,97562707000,-110538039500
외국인,196065040377,438453826677,242388786300
기타외국인,452696000,309130400,-143565600
전체,967336146677,967336146677,0
