날짜,시가,고가,저가,종가,거래량,등락률
2020-07-01,20025,20266,18186,18429,61427,-5.926493108728943
2020-07-02,18428,23604,17219,21766,623944,18.107330837267348
2020-07-03,20121,21234,19251,19928,187518,-8.444362767619221
2020-07-06,19976,21766,19251,20122,144780,0.9735046166198315
2020-07-07,20170,20847,19396,20218,60959,0.47708975250969093
2020-07-08,20218,20750,19444,20267,95937,0.24235829458898012
2020-07-09,20944,23023,20557,21766,335024,7.396259929935363
2020-07-10,22346,23120,21330,21573,254087,-0.8867040338142056
2020-07-13,21959,26216,21089,23556,1059185,9.19204561257127
2020-07-14,23991,25152,20750,21379,231797,-9.24180675836305
2020-07-15,21234,23023,20605,21476,141060,0.4537162636231816
2020-07-16,21282,21814,20653,20654,47988,-3.8275284037995903
2020-07-17,20653,21476,20411,20896,36224,1.1716858719860561
2020-07-20,21379,21476,20750,21234,48556,1.6175344563552834
2020-07-21,21330,22878,20992,21524,171973,1.365734199868136
2020-07-22,21814,22008,20847,21138,47483,-1.7933469615313138
2020-07-23,21137,21282,20218,20702,57986,-2.0626360109754946
2020-07-24,20170,22008,20121,20509,62288,-0.9322770746787751
2020-07-27,21476,23604,20702,21138,233854,3.0669462187332392
2020-07-28,21524,21814,20798,21186,64373,0.22707919386886177
2020-07-29,23169,25442,21814,22250,261930,5.022184461436798
2020-07-30,22733,22733,21427,21815,42890,-1.955056179775281
2020-07-31,21330,22008,21330,21766,29107,-0.22461608984643594
