날짜,시가,고가,저가,종가,거래량,등락률
2024-04-01,7390,7600,7390,7410,1080,0.2706359945872801
2024-04-02,7340,7410,7340,7410,658,0.0
2024-04-03,7400,7410,7400,7410,3,0.0
2024-04-04,7400,7400,7250,7360,352,-0.6747638326585695
2024-04-05,7360,7540,7340,7540,271,2.4456521739130435
2024-04-08,7500,7500,7310,7440,360,-1.3262599469496021
2024-04-09,7310,7350,7300,7350,983,-1.2096774193548387
2024-04-11,7200,7280,7160,7170,3147,-2.4489795918367347
2024-04-12,7200,7200,7170,7170,473,0.0
2024-04-15,7170,7180,7170,7180,251,0.1394700139470014
2024-04-16,7170,7180,7170,7180,480,0.0
2024-04-17,7150,7150,7140,7150,575,-0.4178272980501393
2024-04-18,7150,7150,7100,7140,2397,-0.13986013986013987
2024-04-19,7100,7240,7080,7240,3643,1.400560224089636
2024-04-22,7140,7180,7120,7180,1164,-0.8287292817679558
2024-04-23,7180,7180,7170,7180,108,0.0
2024-04-24,7150,7230,7120,7220,855,0.5571030640668524
2024-04-25,7120,7220,7100,7100,3152,-1.662049861495845
2024-04-26,7100,7180,7100,7180,1030,1.1267605633802817
2024-04-29,7240,7250,7180,7180,69,0.0
2024-04-30,7160,7230,7150,7150,1815,-0.4178272980501393
