,시가,고가,저가,종가,거래량,거래대금,상장시가총액,날짜,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,617.1,625.74,614.85,624.84,1758917,88926346190,32280012306210,2017-01-02,,,,,,,
1,626.03,630.5,622.63,629.73,2946092,128157274250,32458843859090,2017-01-03,,,,,,,
2,630.3,632.62,626.61,628.18,2346103,104129010210,32368526620790,2017-01-04,,,,,,,
3,629.55,632.1,626.84,631.93,2132813,93377282970,32559242554400,2017-01-05,,,,,,,
4,628.34,630.74,625.81,629.74,3543158,123102512770,32484805160690,2017-01-06,,,,,,,
5,630.74,631.03,621.39,622.23,2217815,102674206550,32103894837420,2017-01-09,,,,,,,
6,619.72,621.07,614.51,618.26,2043394,87330364900,31855228393010,2017-01-10,,,,,,,
7,617.02,626.58,616.78,622.19,2133411,94043000710,32084800443340,2017-01-11,,,,,,,
8,622.8,632.59,622.56,632.59,3190082,119157062360,32594360931800,2017-01-12,,,,,,,
9,632.61,632.66,627.74,630.9,1828000,74583332410,32508674941480,2017-01-13,,,,,,,
10,632.07,632.21,625.65,629.18,1757654,79924349900,32459365822830,2017-01-16,,,,,,,
11,627.74,631.71,624.85,628.32,1673459,81281414090,32457587098440,2017-01-17,,,,,,,
12,628.92,630.02,623.66,627.81,1715374,75540739880,32436139236880,2017-01-18,,,,,,,
13,627.01,632.48,624.18,626.33,2357168,96007435890,32312805874270,2017-01-19,,,,,,,
14,627.04,631.66,625.69,630.18,1732269,96397686890,32540055621360,2017-01-20,,56.37328961695983,,,,,
15,628.89,634.44,625.76,631.31,1822575,82824805490,32603713644150,2017-01-23,,58.12680379674614,,,,,
16,632.19,632.3,618.22,621.16,2161059,104460206640,31982604390230,2017-01-24,,41.853900731951626,,,,,
17,621.23,622.76,606.27,606.63,2096829,107842420905,31254042864340,2017-01-25,,29.235924980309477,,,,,
18,609.44,610.14,603.09,608.54,1834010,85282084150,31316495317060,2017-01-26,,32.13239289399353,,,,,
19,607.34,607.34,599.63,602.87,3446979,101279176460,30964397493250,2017-01-31,624.146,28.41424709654937,607.0608539368258,624.146,641.2311460631742,5.474727407745686,-0.12264612550953971
20,605.76,609.28,602.09,606.76,2369975,97115691645,31150328931000,2017-02-01,623.242,34.05236075150674,604.5606824875761,623.242,641.9233175124239,5.994884013729467,0.058864090045075465
21,606.98,615.01,605.84,608.73,6466968,155029733605,31145400377930,2017-02-02,622.192,36.768439979349935,602.7425160993923,622.192,641.6414839006077,6.2519234900505545,0.15392397893963175
22,598.63,603.9,590.94,596.18,5371856,233470958650,30568124080350,2017-02-03,620.592,28.6680850608299,598.316542114695,620.592,642.8674578853049,7.178777001735423,-0.04795731081479946
23,596.48,598.72,591.32,591.93,4333585,132472708890,30434801765810,2017-02-06,618.592,26.53604697261375,593.7165497729188,618.592,643.4674502270811,8.042603275529318,-0.03590989824525691
24,593.46,596.79,590.53,592.77,2841452,96960590990,30411982715830,2017-02-07,616.7434999999999,27.680834061442336,590.0298373720489,616.7434999999999,643.457162627951,8.662811242583366,0.051287662536473606
25,592.33,592.41,584.71,588.62,3208006,135777741450,30255441570980,2017-02-08,615.063,25.561541275084693,585.8313499610441,615.063,644.2946500389559,9.50525394600419,0.047699155457176866
26,589.3,593.21,588.48,591.34,2697594,121824702820,30469749375910,2017-02-09,613.717,29.377972665781208,582.7693913040122,613.717,644.6646086959878,10.085302735947614,0.13846964365132014
27,595.72,596.36,590.48,591.07,7931435,207622151090,30459565743430,2017-02-10,612.161,29.217837138377337,579.9695583423174,612.161,644.3524416576824,10.51731216385314,0.17241293160652038
28,595.0,597.11,590.42,595.7,6672188,150581909270,30726742431550,2017-02-13,610.3165,35.69131153692778,578.7981832460873,610.3165,641.8348167539127,10.32851536994746,0.26812689405144907
29,598.28,601.48,593.25,600.77,3956421,126561372100,30946987993510,2017-02-14,608.81,41.9518754076004,578.5145026447827,608.81,639.1054973552172,9.952365222390306,0.3673070142118761
30,603.13,609.18,602.06,606.32,3426984,141049049236,31301841824220,2017-02-15,607.667,47.92797680061555,578.8426352368353,607.667,636.4913647631647,9.486894882613234,0.4766343506428051
31,607.11,607.7,599.14,603.42,3116019,137331315780,31218869686460,2017-02-16,606.422,45.303451562694974,579.1650371464472,606.422,633.6789628535529,8.989437340186491,0.4449315021609467
32,600.91,604.31,597.65,600.52,2772886,104122251040,31040163758090,2017-02-17,605.0575,42.780591700118734,579.5433471628008,605.0575,630.5716528371992,8.433629146717184,0.41107876422640943
33,601.52,602.58,597.22,598.22,2822820,104001291400,30863601727980,2017-02-20,603.652,40.83817380324328,579.9472176976891,603.652,627.356782302311,7.853790694741654,0.385423963596779
34,598.69,605.07,598.51,604.83,3381157,120069640480,31161607422610,2017-02-21,602.3845,48.12755864097996,582.0124343462684,602.3845,622.7565656537316,6.763808050748857,0.5600209139703044
35,606.26,606.65,602.8,604.95,3393012,131611079520,31116137539990,2017-02-22,601.0665,48.25221245302707,585.5084792068545,601.0665,616.6245207931455,5.176805159876815,0.6248070063549153
36,607.72,608.4,604.58,607.26,3194688,118230937840,31189281348150,2017-02-23,600.3715,50.70783809312716,587.4470251170524,600.3715,613.2959748829476,4.305492476890595,0.7664905175021317
37,609.13,609.79,603.6,605.9,3214029,136241301898,31153417683760,2017-02-24,600.3349999999999,49.226742523168475,587.4774800214059,600.3349999999999,613.192519978594,4.283448400840878,0.7164103189909483
38,607.29,608.84,604.46,605.6,1791397,80429443126,31142683183000,2017-02-27,600.188,48.887529041388675,587.6457105758182,600.188,612.7302894241818,4.1794535792724385,0.7157500842535801
39,605.7,607.39,598.71,607.03,2884698,126936918860,31130049717290,2017-02-28,600.396,50.63375937605452,587.5484346275279,600.396,613.2435653724721,4.2796971906781875,0.7581812120689568
40,608.78,610.83,595.79,597.72,2835195,122288214920,30715251830380,2017-03-02,599.944,40.848922612068314,587.3911192150987,599.944,612.4968807849012,4.184684165489204,0.4114147565762362
