날짜,시가총액,거래량,거래대금,상장주식수
2021-07-01,66146545000,29815,663980550,2986300
2021-07-02,65399970000,31747,698584500,2986300
2021-07-05,66445175000,40076,890440750,2986300
2021-07-06,66146545000,45196,999971350,2986300
2021-07-07,65997230000,33628,747757000,2986300
2021-07-08,63458875000,43869,933398900,2986300
2021-07-09,63906820000,19130,404544150,2986300
2021-07-12,63608190000,18876,405545150,2986300
2021-07-13,65549285000,37299,813593550,2986300
2021-07-14,64802710000,16836,364716400,2986300
2021-07-15,67042435000,50522,1128528750,2986300
2021-07-16,66743805000,25116,560697600,2986300
2021-07-19,67938325000,74167,1685868300,2986300
2021-07-20,67490380000,36051,817701200,2986300
2021-07-21,67938325000,145038,3383727300,2986300
2021-07-22,66295860000,34569,773339250,2986300
2021-07-23,64205450000,29226,637482200,2986300
2021-07-26,64056135000,18548,397477650,2986300
2021-07-27,64504080000,10710,231652300,2986300
2021-07-28,64504080000,13081,282532950,2986300
2021-07-29,64952025000,13248,290207000,2986300
2021-07-30,64205450000,12694,272632300,2986300
2021-08-02,64205450000,10484,223606700,2986300
2021-08-03,63608190000,7636,162247900,2986300
2021-08-04,64056135000,7227,153690200,2986300
2021-08-05,63906820000,12970,277583150,2986300
2021-08-06,65847915000,33928,748473400,2986300
2021-08-09,65549285000,14299,312731150,2986300
2021-08-10,65399970000,13987,306339700,2986300
2021-08-11,64653395000,12133,263590350,2986300
2021-08-12,64056135000,10086,216817150,2986300
2021-08-13,62413670000,16751,350609150,2986300
2021-08-17,60472575000,24269,490672800,2986300
2021-08-18,60920520000,9324,189831800,2986300
2021-08-19,60621890000,11212,225444450,2986300
2021-08-20,59278055000,15469,304612700,2986300
2021-08-23,59427370000,9501,188157150,2986300
2021-08-24,61816410000,19644,406937550,2986300
2021-08-25,62264355000,8556,177112700,2986300
2021-08-26,62413670000,8211,172106450,2986300
2021-08-27,66146545000,207590,4645835300,2986300
2021-08-30,67490380000,70972,1612669550,2986300
2021-08-31,67938325000,141871,3272538850,2986300
2021-09-01,67191750000,35945,807934050,2986300
2021-09-02,67042435000,18789,422066900,2986300
2021-09-03,68684900000,27968,635834050,2986300
2021-09-06,68386270000,22418,514962950,2986300
2021-09-07,68087640000,23449,532506450,2986300
2021-09-08,65997230000,23853,526967000,2986300
2021-09-09,64504080000,12706,276488500,2986300
2021-09-10,61965725000,19978,420946600,2986300
2021-09-13,61816410000,12224,252293350,2986300
2021-09-14,63608190000,16200,342152850,2986300
2021-09-15,63309560000,6398,135581450,2986300
2021-09-16,63309560000,15507,332292050,2986300
2021-09-17,62562985000,10194,212862350,2986300
2021-09-23,61965725000,6471,133604750,2986300
2021-09-24,61069835000,6154,126728050,2986300
2021-09-27,63757505000,31241,666698000,2986300
2021-09-28,62712300000,12618,267101200,2986300
2021-09-29,62264355000,7808,161063200,2986300
2021-09-30,62712300000,9783,203120850,2986300
