투자자구분,매도,매수,순매수
금융투자,81031616400,350808492900,269776876500
보험,12962324700,9788430100,-3173894600
투신,15364863700,18328661300,2963797600
사모,23847625200,17549715900,-6297909300
은행,366019200,146547200,-219472000
기타금융,733532000,104085400,-629446600
연기금 등,722106298800,558299804400,-163806494400
기관합계,856412280000,955025737200,98613457200
기타법인,11267721400,3427239200,-7840482200
개인,401653504400,145732398700,-255921105700
외국인,259023583600,425067606600,166044023000
기타외국인,1518446600,622554300,-895892300
전체,1529875536000,1529875536000,0
