투자자구분,매도,매수,순매수
금융투자,102879672100,124246580300,21366908200
보험,1822933300,1692839800,-130093500
투신,3059975500,3772587100,712611600
사모,8575605000,4659504000,-3916101000
은행,97463900,1708486700,1611022800
기타금융,706059600,41511200,-664548400
연기금 등,426731114300,429666588200,2935473900
기관합계,543872823700,565788097300,21915273600
기타법인,1839860800,7219156700,5379295900
개인,146918778000,402164692700,255245914700
외국인,462440310800,179085664900,-283354645900
기타외국인,314586900,1128748600,814161700
전체,1155386360200,1155386360200,0
