투자자구분,매도,매수,순매수
금융투자,142269905600,90910677300,-51359228300
보험,5443790700,1840471600,-3603319100
투신,9066333400,3945117200,-5121216200
사모,40622213000,5172893200,-35449319800
은행,0,2079005600,2079005600
기타금융,85839700,37400400,-48439300
연기금 등,199841875200,189701382000,-10140493200
기관합계,397329957600,293686947300,-103643010300
기타법인,2814525000,4514653900,1700128900
개인,175414623400,318516194300,143101570900
외국인,338798542020,297568623220,-41229918800
기타외국인,636238300,707467600,71229300
전체,914993886320,914993886320,0
