투자자구분,매도,매수,순매수
금융투자,15400800400,274437641800,259036841400
보험,8888981800,3747630200,-5141351600
투신,4954488200,12587359100,7632870900
사모,2698782500,14402565200,11703782700
은행,293019200,146108000,-146911200
기타금융,610998600,1679800,-609318800
연기금 등,339839123400,254977094200,-84862029200
기관합계,372686194100,560300078300,187613884200
기타법인,4114322700,1641825000,-2472497700
개인,250232566300,64513899300,-185718667000
외국인,154505836300,155335981400,830145100
기타외국인,712176400,459311800,-252864600
전체,782251095800,782251095800,0
