투자자구분,매도,매수,순매수
금융투자,157272627600,132877699600,-24394928000
보험,10427063500,10658774600,231711100
투신,21406244300,5202113100,-16204131200
사모,111823661200,2431830100,-109391831100
은행,99867000,1448699200,1348832200
기타금융,59326800,38532800,-20794000
연기금 등,665017742200,680289960000,15272217800
기관합계,966106532600,832947609400,-133158923200
기타법인,5553126200,12483674400,6930548200
개인,252160301600,401362850900,149202549300
외국인,404246433450,380866512450,-23379921000
기타외국인,1645179100,2050925800,405746700
전체,1629711572950,1629711572950,0
