투자자구분,매도,매수,순매수
금융투자,35124299100,282979170500,247854871400
보험,3287431000,5260517600,1973086600
투신,12236541400,14505432300,2268890900
사모,1155444500,21617625200,20462180700
은행,146800000,2736700700,2589900700
기타금융,383094500,15157300,-367937200
연기금 등,255176062200,260484876100,5308813900
기관합계,307509672700,587599479700,280089807000
기타법인,12382864400,3096100800,-9286763600
개인,700129467000,78605334300,-621524132700
외국인,137703149271,490383538871,352680389600
기타외국인,2207261100,247960800,-1959300300
전체,1159932414471,1159932414471,0
