투자자구분,매도,매수,순매수
금융투자,286516423300,340206685100,53690261800
보험,5334460300,16167386500,10832926200
투신,11846220900,29416916500,17570695600
사모,59863850900,82571683900,22707833000
은행,1715244300,3920714700,2205470400
기타금융,242244300,646190500,403946200
연기금 등,1087771294900,1093964534400,6193239500
기관합계,1453289738900,1566894111600,113604372700
기타법인,13935190400,16871146800,2935956400
개인,876898361700,714345231100,-162553130600
외국인,743824246341,790132405741,46308159400
기타외국인,2527816200,2232458300,-295357900
전체,3090475353541,3090475353541,0
