투자자구분,매도,매수,순매수
금융투자,250906649200,89848006000,-161058643200
보험,14806924200,12999883000,-1807041200
투신,17326853500,12915339400,-4411514100
사모,39478406700,4941716600,-34536690100
은행,125287000,1156907600,1031620600
기타금융,184700100,436963600,252263500
연기금 등,719279818100,633530390500,-85749427600
기관합계,1042108638800,755829206700,-286279432100
기타법인,9031222000,6595809100,-2435412900
개인,236242275700,289701839600,53459563900
외국인,348943978400,584643840500,235699862100
기타외국인,935688700,491107700,-444581000
전체,1637261803600,1637261803600,0
