투자자구분,매도,매수,순매수
금융투자,294831384600,339702852000,44871467400
보험,8045712800,11674540300,3628827500
투신,47459342500,11019213000,-36440129500
사모,26007278400,30979181500,4971903100
은행,624747300,2136485800,1511738500
기타금융,1781428900,782311600,-999117300
연기금 등,948786168100,940182349900,-8603818200
기관합계,1327536062600,1336476934100,8940871500
기타법인,52524916900,19222778700,-33302138200
개인,831603284900,876509123100,44905838200
외국인,862838134613,842048531913,-20789602700
기타외국인,2126652900,2371684100,245031200
전체,3076629051913,3076629051913,0
