투자자구분,매도,매수,순매수
금융투자,168324475400,121707967100,-46616508300
보험,2242007200,18531334200,16289327000
투신,5515870500,15127429700,9611559200
사모,14684306200,43979660800,29295354600
은행,355500000,535328100,179828100
기타금융,601716800,260369100,-341347700
연기금 등,735973356000,727911144100,-8062211900
기관합계,927697232100,928053233100,356001000
기타법인,5563647600,5015208100,-548439500
개인,382531946500,318043288500,-64488658000
외국인,363819267950,428241700750,64422432800
기타외국인,833751900,1092415600,258663700
전체,1680445846050,1680445846050,0
