투자자구분,매도,매수,순매수
금융투자,250382201000,601393223000,351011022000
보험,6322441400,6982654200,660212800
투신,15037003900,36248973900,21211970000
사모,4550319600,67030598000,62480278400
은행,146800000,4724751000,4577951000
기타금융,436521600,1549217000,1112695400
연기금 등,666040111600,674600654700,8560543100
기관합계,942915399100,1392530071800,449614672700
기타법인,13503413400,7139042400,-6364371000
개인,964575527900,139175982200,-825399545700
외국인,278050923971,662092242571,384041318600
기타외국인,2531894700,639820100,-1892074600
전체,2201577159071,2201577159071,0
