투자자구분,매도,매수,순매수
금융투자,151902166600,67368104600,-84534062000
보험,15274214700,2936670600,-12337544100
투신,58872768700,4423465700,-54449303000
사모,66285283100,2366092600,-63919190500
은행,2387137800,643684400,-1743453400
기타금융,2451305800,6521100,-2444784700
연기금 등,464669509700,461984167300,-2685342400
기관합계,761842386400,539728706300,-222113680100
기타법인,4866089900,10740073800,5873983900
개인,171949544800,473461370400,301511825600
외국인,276237197600,190004940800,-86232256800
기타외국인,509119800,1469247200,960127400
전체,1215404338500,1215404338500,0
