Date,IR3TIB01JPM156N
2021-01-01,-0.055
2021-02-01,-0.055
2021-03-01,-0.065
2021-04-01,-0.065
2021-05-01,-0.065
2021-06-01,-0.07200000000000001
2021-07-01,-0.07200000000000001
2021-08-01,-0.07200000000000001
2021-09-01,-0.07200000000000001
2021-10-01,-0.07200000000000001
2021-11-01,-0.07200000000000001
2021-12-01,-0.049
