날짜,시가,고가,저가,종가,거래량,등락률
2024-01-02,3420,3440,3325,3360,67478,0.0
2024-01-03,3335,3430,3320,3335,52108,-0.744047619047619
2024-01-04,3335,4000,3325,3610,400548,8.245877061469265
2024-01-05,3610,3650,3535,3650,129228,1.10803324099723
2024-01-08,4000,4745,3800,3800,2118238,4.10958904109589
2024-01-09,3700,3700,3400,3470,278412,-8.68421052631579
2024-01-10,3450,3510,3310,3330,104273,-4.034582132564841
2024-01-11,3330,3480,3280,3325,135044,-0.15015015015015015
2024-01-12,3390,4270,3315,3545,1630287,6.616541353383458
2024-01-15,3505,3855,3395,3490,344463,-1.5514809590973202
2024-01-16,3455,4175,3450,3595,1883842,3.0085959885386817
2024-01-17,3595,3595,3375,3415,181029,-5.006954102920723
2024-01-18,3495,3760,3440,3470,412532,1.610541727672035
2024-01-19,3435,3750,3425,3565,372336,2.7377521613832854
2024-01-22,3510,3645,3405,3410,113657,-4.3478260869565215
2024-01-23,3455,3530,3305,3345,98840,-1.906158357771261
2024-01-24,3330,3355,3220,3250,54691,-2.8400597907324365
2024-01-25,3265,3265,3100,3140,56719,-3.3846153846153846
2024-01-26,2955,3060,2860,3040,90718,-3.1847133757961785
2024-01-29,3045,3155,2935,2985,88529,-1.8092105263157896
2024-01-30,2940,2940,2755,2775,173580,-7.035175879396985
2024-01-31,2750,2825,2715,2740,45999,-1.2612612612612613
