날짜,시가,고가,저가,종가,거래량,등락률
2020-09-01,19202,19686,18767,18961,34843,1.0337294186604145
2020-09-02,19251,19541,18670,18961,13575,0.0
2020-09-03,18960,21766,18960,19638,213837,3.5704867886714835
2020-09-04,18767,21476,18767,20218,157643,2.953457582238517
2020-09-07,20798,26264,20121,26265,558770,29.90899198733802
2020-09-08,28731,33761,26409,30666,2099818,16.75613934894346
2020-09-09,30666,30956,26071,26942,537251,-12.143742255266417
2020-09-10,27667,27812,25152,25829,197042,-4.131096429366788
2020-09-11,25394,25394,23362,24427,116133,-5.428007278640288
2020-09-14,24668,31633,24088,29602,1258639,21.18557334097515
2020-09-15,29021,31730,26216,26748,400123,-9.641240456725896
2020-09-16,27328,31827,27232,28054,762047,4.882608045461343
2020-09-17,29311,30908,27812,28828,248661,2.7589648534968276
2020-09-18,29311,29505,26893,27329,119318,-5.199805744415152
2020-09-21,26409,27328,24668,25491,99568,-6.725456474806982
2020-09-22,24716,29940,23072,25781,432752,1.1376564277588168
2020-09-23,26506,27232,24765,25249,64136,-2.063535161553082
2020-09-24,24571,24958,23217,23363,38995,-7.469602756544813
2020-09-25,23846,24233,22201,23121,57744,-1.0358258785258743
2020-09-28,23120,24184,22830,23217,50534,0.41520695471649155
2020-09-29,23265,28683,23265,25636,666494,10.419089460309257
