날짜,시가,고가,저가,종가,거래량,등락률
2024-02-01,14460,14990,14300,14900,94511,3.0428769017980635
2024-02-02,15000,15070,14540,14980,67988,0.5369127516778524
2024-02-05,15000,15040,14540,14730,42372,-1.6688918558077435
2024-02-06,14510,14660,14290,14300,37379,-2.9192124915139175
2024-02-07,14500,15060,14350,15060,55948,5.314685314685315
2024-02-08,15060,15070,14740,14740,26075,-2.1248339973439574
2024-02-13,14770,15100,14680,14800,30639,0.40705563093622793
2024-02-14,14800,14900,14590,14810,20774,0.06756756756756757
2024-02-15,14810,15010,14670,14820,19915,0.0675219446320054
2024-02-16,14720,15240,14680,15190,44447,2.496626180836707
2024-02-19,15190,15430,15110,15330,24809,0.9216589861751152
2024-02-20,15280,15290,15000,15120,13803,-1.36986301369863
2024-02-21,15100,15290,14970,14970,10318,-0.992063492063492
2024-02-22,14970,15190,14860,15000,7209,0.2004008016032064
2024-02-23,14610,15000,14610,14730,16409,-1.7999999999999998
2024-02-26,14730,14730,14470,14500,16648,-1.561439239646979
2024-02-27,14500,14600,14330,14400,11058,-0.6896551724137931
2024-02-28,14400,14870,14370,14810,14095,2.8472222222222223
2024-02-29,14820,14900,14710,14810,15853,0.0
