날짜,시가,고가,저가,종가,거래량,등락률
2024-12-02,4780,4780,4510,4510,6773,-5.549738219895288
2024-12-03,4515,4595,4470,4595,7101,1.8847006651884701
2024-12-04,4635,4635,4345,4395,4403,-4.352557127312296
2024-12-05,4265,4375,4265,4340,3175,-1.2514220705346986
2024-12-06,4420,4420,4200,4215,1296,-2.880184331797235
2024-12-09,4215,4215,3795,3795,5486,-9.9644128113879
2024-12-10,3870,4570,3805,3975,40557,4.743083003952568
2024-12-11,3990,4160,3975,4070,6041,2.3899371069182394
2024-12-12,4070,4150,4040,4145,1560,1.8427518427518428
2024-12-13,4145,4235,4100,4230,2612,2.0506634499396865
2024-12-16,4265,4275,4145,4265,3951,0.8274231678486997
2024-12-17,4255,4285,4240,4285,1301,0.4689331770222743
2024-12-18,4280,4285,4235,4260,1582,-0.5834305717619603
2024-12-19,4280,4285,4160,4165,1943,-2.2300469483568075
2024-12-20,4165,4165,4070,4135,1529,-0.7202881152460985
2024-12-23,4145,4185,4070,4185,3167,1.2091898428053205
2024-12-24,4205,4210,4125,4170,1922,-0.35842293906810035
2024-12-26,4155,4155,4100,4155,2011,-0.3597122302158274
2024-12-27,3860,4105,3810,4060,2155,-2.286401925391095
2024-12-30,4045,4060,3990,4030,5045,-0.7389162561576355
